election,active_date,status,active_reason,committee_id
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,3604
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,3604
2014 Primary Election,09/12/2013,Active,System Generated / Primary or General Election,3604
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,3604
2012 Primary Election,09/12/2011,Active,Contribution to Active Candidate or Measure Committee,3604
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,3604
2010 Primary Election,01/21/2010,Active,System Generated / Primary or General Election,3604
2010 Statewide Special Election,01/20/2010,Active,Contribution to Active Candidate or Measure Committee,3604
2008 General Election,07/08/2008,Active,Contribution to Active Candidate or Measure Committee,3604
2008 Primary Election,06/20/2007,Active,Contribution to Active Candidate or Measure Committee,3604
2006 General Election,,Active,,3604
2006 Primary Election,,Inactive,,3604
2004 General Election,,Inactive,,3604
2004 Primary Election,,Inactive,,3604
2002 General Election,,Inactive,,3604
2002 Primary Election,,Inactive,,3604
2000 General Election,,Inactive,,3604
2000 Primary Election,,Inactive,,3604
2018 Primary Election,11/14/2017,Active,In-Kind or Independent Expenditure,5964
2016 General Election,07/27/2016,Active,System Generated / Primary or General Election,5964
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5964
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5964
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5964
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5964
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5964
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5964
2010 Primary Election,10/28/2009,Active,System Generated / Primary or General Election,5964
2008 General Election,06/06/2008,Active,Statement of Organization,5964
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5964
2006 General Election,,Active,,5964
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,7405
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,7405
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,7405
2014 Primary Election,01/18/2014,Active,System Generated / Primary or General Election,7405
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,7405
2012 Primary Election,06/02/2011,Active,System Generated / Primary or General Election,7405
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,7405
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,7405
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,7405
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,7405
2006 Primary Election,,Active,,7405
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,6608
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,6608
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,6608
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,6608
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,6608
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,6608
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,6608
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,6608
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,6608
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,6608
2006 General Election,02/07/2011,Active,Statement of Organization,6608
2018 Primary Election,09/25/2017,Active,System Generated / Primary or General Election,931
2018 January Special Election,01/23/2018,Active,System Generated / Primary or General Election,931
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,931
2016 Primary Election,08/04/2015,Active,System Generated / Primary or General Election,931
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,931
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,931
2012 General Election,07/01/2012,Active,System Generated / Primary or General Election,931
2012 Primary Election,01/09/2012,Active,System Generated / Primary or General Election,931
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,931
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,931
2008 General Election,06/25/2008,Active,Statement of Organization,931
2008 Primary Election,04/04/2007,Active,Statement of Organization,931
2007 November Election,10/22/2007,Active,Statement of Organization,931
2006 General Election,,Active,,931
2004 General Election,,Inactive,,931
2004 Primary Election,,Inactive,,931
2000 General Election,,Inactive,,931
2000 Primary Election,,Inactive,,931
1996 General Election,,Inactive,,931
1996 Primary Election,,Inactive,,931
1994 General Election,,Inactive,,931
1994 Primary,,Inactive,,931
1992 General Election,,Inactive,,931
1992 Primary Election,,Inactive,,931
2016 General Election,07/10/2016,Active,Contribution to Active Candidate or Measure Committee,6425
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,6425
2014 General Election,07/10/2014,Active,System Generated / Primary or General Election,6425
2014 Primary Election,10/07/2013,Active,System Generated / Primary or General Election,6425
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,6425
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,6425
2011 May Election,03/23/2011,Active,Contribution to Active Candidate or Measure Committee,6425
2010 General Election,07/04/2010,Active,System Generated / Primary or General Election,6425
2010 Primary Election,01/02/2010,Active,System Generated / Primary or General Election,6425
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,6425
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,6425
2006 General Election,,Active,,6425
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5618
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5618
2014 General Election,,Inactive,User Requested Inactivation,5618
2014 Primary Election,,Inactive,User Requested Inactivation,5618
2012 General Election,,Inactive,User Requested Inactivation,5618
2012 Primary Election,,Inactive,User Requested Inactivation,5618
2010 General Election,,Inactive,User Requested Inactivation,5618
2010 Primary Election,,Inactive,User Requested Inactivation,5618
2008 General Election,,Inactive,User Requested Inactivation,5618
2008 Primary Election,,Inactive,User Requested Inactivation,5618
2006 General Election,01/28/2011,Active,Statement of Organization,5618
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,6304
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,6304
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,6304
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,6304
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,6304
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,6304
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,6304
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,6304
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,6304
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,6304
2006 General Election,,Active,,6304
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,6032
2016 Primary Election,12/11/2015,Active,System Generated / Primary or General Election,6032
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,6032
2014 Primary Election,01/24/2014,Active,System Generated / Primary or General Election,6032
2013 November Election,01/09/2014,Active,Statement of Organization,6032
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,6032
2012 Primary Election,12/19/2011,Active,System Generated / Primary or General Election,6032
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,6032
2010 Primary Election,02/05/2010,Active,System Generated / Primary or General Election,6032
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,6032
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,6032
2006 General Election,,Active,,6032
2017 May Election,04/06/2017,Active,Contribution to Active Candidate or Measure Committee,5571
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5571
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5571
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5571
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5571
2012 General Election,09/05/2012,Active,Contribution to Active Candidate or Measure Committee,5571
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5571
2011 May Election,03/30/2011,Active,Statement of Organization,5571
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5571
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5571
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5571
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5571
2006 General Election,,Active,,5571
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5926
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5926
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5926
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5926
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5926
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5926
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5926
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5926
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5926
2008 Primary Election,,Inactive,User Requested Inactivation,5926
2006 General Election,,Active,,5926
2017 May Election,03/20/2017,Active,In-Kind or Independent Expenditure,7846
2016 General Election,07/20/2016,Active,System Generated / Primary or General Election,7846
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,7846
2015 November Election,08/28/2015,Active,Statement of Organization,7846
2015 May Election,05/06/2015,Active,In-Kind or Independent Expenditure,7846
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,7846
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,7846
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,7846
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,7846
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,7846
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,7846
2010 Statewide Special Election,10/17/2009,Active,Statement of Organization,7846
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,7846
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,7846
2006 General Election,,Active,,7846
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5587
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5587
2014 General Election,,Inactive,User Requested Inactivation,5587
2014 Primary Election,,Inactive,User Requested Inactivation,5587
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5587
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5587
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5587
2010 Primary Election,,Inactive,User Requested Inactivation,5587
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5587
2008 Primary Election,,Inactive,User Requested Inactivation,5587
2006 General Election,04/01/2009,Active,Statement of Organization,5587
2018 Primary Election,08/09/2017,Active,System Generated / Primary or General Election,2423
2017 May Election,05/08/2017,Active,Contribution to Active Candidate or Measure Committee,2423
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,2423
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,2423
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,2423
2014 Primary Election,11/14/2013,Active,Contribution to Active Candidate or Measure Committee,2423
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,2423
2012 Primary Election,05/25/2011,Active,Contribution to Active Candidate or Measure Committee,2423
2010 General Election,08/02/2010,Active,Contribution to Active Candidate or Measure Committee,2423
2010 Primary Election,09/30/2009,Active,Contribution to Active Candidate or Measure Committee,2423
2008 General Election,07/17/2008,Active,Contribution to Active Candidate or Measure Committee,2423
2008 Primary Election,11/28/2007,Active,Contribution to Active Candidate or Measure Committee,2423
2006 General Election,02/01/2011,Active,Statement of Organization,2423
2004 General Election,,Inactive,,2423
2004 Primary Election,,Inactive,,2423
2000 General Election,,Inactive,,2423
2000 Primary Election,,Inactive,,2423
1998 General Election,,Inactive,,2423
1998 Biennial Primary Election,,Inactive,,2423
1996 General Election,,Inactive,,2423
1996 Primary Election,,Inactive,,2423
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,8065
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,8065
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,8065
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,8065
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,8065
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,8065
2010 General Election,08/06/2010,Active,Contribution to Active Candidate or Measure Committee,8065
2010 Primary Election,08/04/2009,Active,Contribution to Active Candidate or Measure Committee,8065
2010 Statewide Special Election,10/29/2009,Active,Statement of Organization,8065
2008 General Election,07/15/2008,Active,Statement of Organization,8065
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,8065
2006 General Election,,Active,,8065
2017 May Election,03/11/2017,Active,Contribution to Active Candidate or Measure Committee,5158
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5158
2016 Primary Election,01/20/2016,Active,Contribution to Active Candidate or Measure Committee,5158
2014 General Election,06/03/2014,Active,System Generated / Primary or General Election,5158
2014 Primary Election,09/12/2013,Active,System Generated / Primary or General Election,5158
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5158
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5158
2010 General Election,05/26/2010,Active,System Generated / Primary or General Election,5158
2010 Primary Election,10/02/2009,Active,System Generated / Primary or General Election,5158
2010 Statewide Special Election,01/18/2010,Active,Contribution to Active Candidate or Measure Committee,5158
2008 General Election,05/28/2008,Active,Statement of Organization,5158
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5158
2006 General Election,,Active,,5158
2006 Primary Election,,Inactive,,5158
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5789
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5789
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5789
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5789
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5789
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5789
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5789
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5789
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5789
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5789
2006 Primary Election,01/21/2010,Active,Statement of Organization,5789
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,6624
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,6624
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,6624
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,6624
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,6624
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,6624
2010 General Election,,Inactive,User Requested Inactivation,6624
2010 Primary Election,,Inactive,User Requested Inactivation,6624
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,6624
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,6624
2007 November Election,09/10/2007,Active,Contribution to Active Candidate or Measure Committee,6624
2007 May Election,03/15/2007,Active,Statement of Organization,6624
2006 General Election,,Active,,6624
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,6610
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,6610
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,6610
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,6610
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,6610
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,6610
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,6610
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,6610
2008 General Election,,Inactive,User Requested Inactivation,6610
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,6610
2006 General Election,,Active,,6610
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5888
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5888
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5888
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5888
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5888
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5888
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5888
2010 Primary Election,01/05/2010,Active,System Generated / Primary or General Election,5888
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5888
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5888
2006 General Election,,Active,,5888
2006 Primary Election,,Active,,5888
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5678
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5678
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5678
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5678
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5678
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5678
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5678
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5678
2008 General Election,,Inactive,User Requested Inactivation,5678
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5678
2006 Primary Election,02/04/2009,Active,Statement of Organization,5678
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5297
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5297
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5297
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5297
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5297
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5297
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5297
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5297
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5297
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5297
2006 General Election,,Inactive,,5297
2006 Primary Election,,Active,,5297
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5584
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5584
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5584
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5584
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5584
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5584
2010 General Election,,Inactive,User Requested Inactivation,5584
2010 Primary Election,12/06/2009,Active,System Generated / Primary or General Election,5584
2009 May Election,02/05/2009,Active,Statement of Organization,5584
2008 General Election,,Inactive,User Requested Inactivation,5584
2008 Primary Election,,Inactive,User Requested Inactivation,5584
2006 Primary Election,,Active,,5584
2018 Primary Election,09/12/2017,Active,System Generated / Primary or General Election,5719
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5719
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5719
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5719
2014 Primary Election,09/03/2013,Active,System Generated / Primary or General Election,5719
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5719
2012 Primary Election,,Inactive,User Requested Inactivation,5719
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5719
2010 Primary Election,10/04/2009,Active,System Generated / Primary or General Election,5719
2008 General Election,,Inactive,User Requested Inactivation,5719
2008 Primary Election,,Inactive,User Requested Inactivation,5719
2006 General Election,,Active,,5719
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,2837
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,2837
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,2837
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,2837
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,2837
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,2837
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,2837
2010 Primary Election,01/12/2010,Active,System Generated / Primary or General Election,2837
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,2837
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,2837
2006 Primary Election,01/25/2006,Active,System Generated / Primary or General Election,2837
2002 Primary Election,,Inactive,,2837
1998 Biennial Primary Election,,Inactive,,2837
2017 May Election,03/06/2017,Active,Statement of Organization,6087
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,6087
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,6087
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,6087
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,6087
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,6087
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,6087
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,6087
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,6087
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,6087
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,6087
2006 General Election,,Active,,6087
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5803
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5803
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5803
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5803
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5803
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5803
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5803
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5803
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5803
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5803
2006 General Election,,Active,,5803
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5677
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5677
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5677
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5677
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5677
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5677
2010 General Election,08/05/2010,Active,System Generated / Primary or General Election,5677
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5677
2008 General Election,,Inactive,User Requested Inactivation,5677
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5677
2006 General Election,08/27/2009,Active,Statement of Organization,5677
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5619
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5619
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5619
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5619
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5619
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5619
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5619
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5619
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5619
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5619
2006 General Election,10/11/2010,Active,Statement of Organization,5619
2018 Primary Election,02/07/2018,Active,System Generated / Primary or General Election,10167
2018 March Election,02/07/2018,Active,Statement of Organization,10167
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,10167
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,10167
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,10167
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,10167
2012 General Election,08/27/2012,Active,System Generated / Primary or General Election,10167
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,10167
2010 General Election,08/05/2010,Active,System Generated / Primary or General Election,10167
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,10167
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,10167
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,10167
2006 General Election,01/05/2006,Active,Statement of Organization,10167
2018 Primary Election,02/06/2018,Active,Contribution to Active Candidate or Measure Committee,6284
2016 General Election,07/26/2016,Active,System Generated / Primary or General Election,6284
2016 Primary Election,08/14/2015,Active,System Generated / Primary or General Election,6284
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,6284
2014 Primary Election,02/11/2014,Active,System Generated / Primary or General Election,6284
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,6284
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,6284
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,6284
2010 Primary Election,11/13/2009,Active,System Generated / Primary or General Election,6284
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,6284
2008 Primary Election,,Inactive,User Requested Inactivation,6284
2006 General Election,,Active,,6284
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5544
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5544
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5544
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5544
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5544
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5544
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5544
2010 Primary Election,11/13/2009,Active,System Generated / Primary or General Election,5544
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5544
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5544
2006 General Election,,Active,,5544
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,2748
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,2748
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,2748
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,2748
2012 General Election,08/28/2012,Active,Contribution to Active Candidate or Measure Committee,2748
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,2748
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,2748
2010 Primary Election,01/06/2010,Active,Contribution to Active Candidate or Measure Committee,2748
2010 Statewide Special Election,01/22/2010,Active,Statement of Organization,2748
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,2748
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,2748
2006 General Election,,Inactive,,2748
2006 Primary Election,01/22/2010,Active,Statement of Organization,2748
2002 General Election,,Inactive,,2748
2002 Primary Election,,Inactive,,2748
2000 General Election,,Inactive,,2748
2000 Primary Election,,Inactive,,2748
1998 General Election,,Inactive,,2748
1998 Biennial Primary Election,,Inactive,,2748
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5339
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5339
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5339
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5339
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5339
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5339
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5339
2010 Primary Election,10/01/2009,Active,System Generated / Primary or General Election,5339
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5339
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5339
2006 General Election,01/08/2009,Active,Statement of Organization,5339
2006 Primary Election,,Inactive,,5339
2018 Primary Election,10/24/2017,Active,System Generated / Primary or General Election,7606
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,7606
2016 Primary Election,,Inactive,User Requested Inactivation,7606
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,7606
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,7606
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,7606
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,7606
2010 General Election,07/06/2010,Active,System Generated / Primary or General Election,7606
