election,active_date,status,active_reason,committee_id
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,7606
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,7606
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,7606
2006 General Election,,Active,,7606
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5446
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5446
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5446
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5446
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5446
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5446
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5446
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5446
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5446
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5446
2006 General Election,09/28/2010,Active,Statement of Organization,5446
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,2499
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,2499
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,2499
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,2499
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,2499
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,2499
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,2499
2010 Primary Election,02/26/2010,Active,System Generated / Primary or General Election,2499
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,2499
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,2499
2006 General Election,01/05/2009,Active,Statement of Organization,2499
2002 General Election,,Inactive,,2499
2000 General Election,,Inactive,,2499
1998 General Election,,Inactive,,2499
1996 General Election,,Inactive,,2499
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,6104
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,6104
2015 November Election,08/25/2015,Active,Statement of Organization,6104
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,6104
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,6104
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,6104
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,6104
2010 General Election,07/27/2010,Active,System Generated / Primary or General Election,6104
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,6104
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,6104
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,6104
2006 General Election,07/27/2009,Active,Statement of Organization,6104
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5583
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5583
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5583
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5583
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5583
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5583
2011 May Election,02/23/2011,Active,Statement of Organization,5583
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5583
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5583
2008 General Election,,Inactive,User Requested Inactivation,5583
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5583
2006 General Election,11/17/2010,Active,Statement of Organization,5583
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5718
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5718
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5718
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5718
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5718
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5718
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5718
2010 Primary Election,12/01/2009,Active,System Generated / Primary or General Election,5718
2008 General Election,,Inactive,User Requested Inactivation,5718
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5718
2006 Primary Election,,Active,,5718
2018 January Special Election,11/09/2017,Active,Contribution to Active Candidate or Measure Committee,249
2017 November Election,09/21/2017,Active,Contribution to Active Candidate or Measure Committee,249
2017 May Election,03/24/2017,Active,Contribution to Active Candidate or Measure Committee,249
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,249
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,249
2015 May Election,04/02/2015,Active,Contribution to Active Candidate or Measure Committee,249
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,249
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,249
2013 November Election,09/19/2013,Active,Contribution to Active Candidate or Measure Committee,249
2013 May Election,03/15/2013,Active,Contribution to Active Candidate or Measure Committee,249
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,249
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,249
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,249
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,249
2010 Statewide Special Election,11/10/2009,Active,Statement of Organization,249
2009 May Election,04/30/2009,Active,Statement of Organization,249
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,249
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,249
2007 November Election,09/25/2007,Active,Statement of Organization,249
2006 General Election,04/30/2009,Active,Statement of Organization,249
2004 General Election,,Inactive,,249
2004 February Special Election,,Inactive,,249
2003 January Special Election,,Inactive,,249
2002 General Election,,Inactive,,249
2002 Primary Election,,Inactive,,249
2000 General Election,,Inactive,,249
2000 Primary Election,,Inactive,,249
1999 November Special Election,,Inactive,,249
1998 General Election,,Inactive,,249
1998 Biennial Primary Election,,Inactive,,249
1997 November Special Election,,Inactive,,249
1996 General Election,,Inactive,,249
1996 Primary Election,,Inactive,,249
1994 General Election,,Inactive,,249
1994 Primary,,Inactive,,249
1992 General Election,,Inactive,,249
1992 Primary Election,,Inactive,,249
1990 General Election,,Inactive,,249
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,1555
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,1555
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,1555
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,1555
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,1555
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,1555
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,1555
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,1555
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,1555
2008 Primary Election,11/15/2007,Active,Contribution to Active Candidate or Measure Committee,1555
2006 General Election,05/12/2009,Active,Statement of Organization,1555
2006 Primary Election,,Inactive,,1555
2002 General Election,,Inactive,,1555
2002 Primary Election,,Inactive,,1555
2000 General Election,,Inactive,,1555
2000 Primary Election,,Inactive,,1555
1998 General Election,,Inactive,,1555
1998 Biennial Primary Election,,Inactive,,1555
1996 General Election,,Inactive,,1555
1996 Primary Election,,Inactive,,1555
1994 General Election,,Inactive,,1555
1994 Primary,,Inactive,,1555
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5588
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5588
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5588
2014 Primary Election,01/22/2014,Active,System Generated / Primary or General Election,5588
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5588
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5588
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5588
2010 Primary Election,09/02/2009,Active,System Generated / Primary or General Election,5588
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5588
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5588
2006 General Election,,Active,,5588
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,4651
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,4651
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,4651
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,4651
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,4651
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,4651
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,4651
2010 Primary Election,11/02/2009,Active,System Generated / Primary or General Election,4651
2010 Statewide Special Election,01/21/2010,Active,Contribution to Active Candidate or Measure Committee,4651
2008 General Election,06/29/2008,Active,Statement of Organization,4651
2008 Primary Election,10/30/2007,Active,Statement of Organization,4651
2006 General Election,,Active,,4651
2004 General Election,,Inactive,,4651
2004 Primary Election,,Inactive,,4651
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,6424
2016 Primary Election,02/17/2016,Active,System Generated / Primary or General Election,6424
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,6424
2010 General Election,07/08/2010,Active,System Generated / Primary or General Election,6424
2010 Primary Election,,Inactive,User Requested Inactivation,6424
2008 General Election,,Inactive,User Requested Inactivation,6424
2008 Primary Election,,Inactive,User Requested Inactivation,6424
2006 General Election,07/08/2010,Active,Statement of Organization,6424
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,12475
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,12475
2015 November Election,09/21/2015,Active,Statement of Organization,12475
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,12475
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,12475
2013 November Election,10/22/2013,Active,Statement of Organization,12475
2013 May Election,10/21/2013,Active,Statement of Organization,12475
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,12475
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,12475
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,12475
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,12475
2009 May Election,04/02/2009,Active,Statement of Organization,12475
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,12475
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,12475
2006 General Election,,Active,,12475
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5624
2016 Primary Election,07/27/2015,Active,System Generated / Primary or General Election,5624
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5624
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5624
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5624
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5624
2010 General Election,06/21/2010,Active,System Generated / Primary or General Election,5624
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5624
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5624
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5624
2006 General Election,,Active,,5624
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5342
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5342
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5342
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5342
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5342
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5342
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5342
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5342
2008 General Election,,Inactive,User Requested Inactivation,5342
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5342
2006 General Election,,Inactive,,5342
2006 Primary Election,,Active,,5342
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,343
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,343
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,343
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,343
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,343
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,343
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,343
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,343
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,343
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,343
2006 General Election,,Inactive,,343
2006 Primary Election,06/15/2005,Active,System Generated / Primary or General Election,343
2004 General Election,,Inactive,,343
2004 Primary Election,,Inactive,,343
2002 General Election,,Inactive,,343
2002 Primary Election,,Inactive,,343
2000 General Election,,Inactive,,343
2000 Primary Election,,Inactive,,343
1998 General Election,,Inactive,,343
1998 Biennial Primary Election,,Inactive,,343
1996 General Election,,Inactive,,343
1996 Primary Election,,Inactive,,343
1994 General Election,,Inactive,,343
1994 Primary,,Inactive,,343
1992 General Election,,Inactive,,343
1992 Primary Election,,Inactive,,343
1990 General Election,,Inactive,,343
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5422
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5422
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5422
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5422
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5422
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5422
2010 General Election,04/07/2010,Active,Statement of Organization,5422
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5422
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5422
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5422
2006 General Election,06/01/2009,Active,Statement of Organization,5422
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5591
2016 Primary Election,09/15/2015,Active,System Generated / Primary or General Election,5591
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5591
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5591
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5591
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5591
2010 General Election,05/25/2010,Active,System Generated / Primary or General Election,5591
2010 Primary Election,01/31/2010,Active,System Generated / Primary or General Election,5591
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5591
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5591
2006 Primary Election,,Active,,5591
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,6446
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,6446
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,6446
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,6446
2013 May Election,03/26/2013,Active,Statement of Organization,6446
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,6446
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,6446
2011 November Election,09/27/2011,Active,Statement of Organization,6446
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,6446
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,6446
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,6446
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,6446
2006 General Election,04/19/2011,Active,Statement of Organization,6446
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5505
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5505
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5505
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5505
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5505
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5505
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5505
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5505
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5505
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5505
2007 November Election,,Active,,5505
2006 General Election,,Inactive,,5505
2018 January Special Election,11/02/2017,Active,Contribution to Active Candidate or Measure Committee,5486
2017 November Election,10/19/2017,Active,Contribution to Active Candidate or Measure Committee,5486
2017 May Election,04/28/2017,Active,Contribution to Active Candidate or Measure Committee,5486
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5486
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5486
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5486
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5486
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5486
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5486
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5486
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5486
2010 Statewide Special Election,12/31/2009,Active,Contribution to Active Candidate or Measure Committee,5486
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5486
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5486
2007 November Election,09/25/2007,Active,Statement of Organization,5486
2006 General Election,,Inactive,,5486
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,8687
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,8687
2015 May Election,11/20/2014,Active,Statement of Organization,8687
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,8687
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,8687
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,8687
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,8687
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,8687
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,8687
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,8687
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,8687
2007 May Election,04/04/2007,Active,Statement of Organization,8687
2017 May Election,04/06/2017,Active,Contribution to Active Candidate or Measure Committee,17
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,17
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,17
2013 May Election,04/05/2013,Active,Contribution to Active Candidate or Measure Committee,17
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,17
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,17
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,17
2010 Primary Election,12/14/2009,Active,Contribution to Active Candidate or Measure Committee,17
2009 May Election,04/23/2009,Active,Contribution to Active Candidate or Measure Committee,17
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,17
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,17
2007 May Election,05/13/2007,Active,Contribution to Active Candidate or Measure Committee,17
2006 General Election,,Inactive,,17
2006 Primary Election,,Inactive,,17
2004 General Election,,Inactive,,17
2004 Primary Election,,Inactive,,17
2002 General Election,,Inactive,,17
2002 Primary Election,,Inactive,,17
2000 General Election,,Inactive,,17
2000 Primary Election,,Inactive,,17
1998 General Election,,Inactive,,17
1998 Biennial Primary Election,,Inactive,,17
1996 General Election,,Inactive,,17
1996 Primary Election,,Inactive,,17
1994 General Election,,Inactive,,17
1994 Primary,,Inactive,,17
1993 November Special Election,,Inactive,,17
1992 General Election,,Inactive,,17
1992 Primary Election,,Inactive,,17
1990 General Election,,Inactive,,17
2018 January Special Election,12/17/2017,Active,Statement of Organization,292
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,292
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,292
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,292
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,292
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,292
2012 Primary Election,02/13/2012,Active,Contribution to Active Candidate or Measure Committee,292
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,292
2010 Primary Election,02/26/2010,Active,Contribution to Active Candidate or Measure Committee,292
2010 Statewide Special Election,12/15/2009,Active,Statement of Organization,292
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,292
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,292
2007 November Election,09/18/2007,Active,Statement of Organization,292
2006 General Election,,Inactive,,292
2006 Primary Election,,Inactive,,292
2004 General Election,,Inactive,,292
2004 Primary Election,,Inactive,,292
2002 General Election,,Inactive,,292
2002 Primary Election,,Inactive,,292
2000 General Election,,Inactive,,292
2000 Primary Election,,Inactive,,292
1998 General Election,,Inactive,,292
1998 Biennial Primary Election,,Inactive,,292
1996 General Election,,Inactive,,292
1996 Primary Election,,Inactive,,292
1994 General Election,,Inactive,,292
1994 Primary,,Inactive,,292
1992 General Election,,Inactive,,292
1992 Primary Election,,Inactive,,292
1990 General Election,,Inactive,,292
2018 Primary Election,01/05/2017,Active,Contribution to Active Candidate or Measure Committee,33
2017 May Election,04/06/2017,Active,Contribution to Active Candidate or Measure Committee,33
2016 General Election,07/07/2016,Active,In-Kind or Independent Expenditure,33
2016 Primary Election,10/27/2014,Active,Contribution to Active Candidate or Measure Committee,33
2014 General Election,04/18/2014,Active,Contribution to Active Candidate or Measure Committee,33
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,33
2012 General Election,04/16/2012,Active,Contribution to Active Candidate or Measure Committee,33
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,33
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,33
2010 Primary Election,11/18/2009,Active,Contribution to Active Candidate or Measure Committee,33
2008 General Election,06/27/2008,Active,Contribution to Active Candidate or Measure Committee,33
2008 Primary Election,12/03/2007,Active,Contribution to Active Candidate or Measure Committee,33
2007 May Election,05/03/2007,Active,Contribution to Active Candidate or Measure Committee,33
2006 General Election,,Inactive,,33
2006 Primary Election,,Inactive,,33
2004 General Election,,Inactive,,33
2004 Primary Election,,Inactive,,33
2002 General Election,,Inactive,,33
2002 Primary Election,,Inactive,,33
2000 General Election,,Inactive,,33
2000 Primary Election,,Inactive,,33
1998 General Election,,Inactive,,33
1998 Biennial Primary Election,,Inactive,,33
1996 General Election,,Inactive,,33
1996 Primary Election,,Inactive,,33
1994 General Election,,Inactive,,33
1994 Primary,,Inactive,,33
1992 General Election,,Inactive,,33
1992 Primary Election,,Inactive,,33
1990 General Election,,Inactive,,33
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,294
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,294
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,294
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,294
2013 November Election,10/15/2013,Active,Statement of Organization,294
2013 May Election,03/29/2013,Active,Statement of Organization,294
2012 General Election,08/09/2012,Active,System Generated / Primary or General Election,294
2012 September Election,08/09/2012,Active,Statement of Organization,294
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,294
2011 November Election,10/01/2011,Active,Statement of Organization,294
2011 May Election,03/12/2011,Active,Statement of Organization,294
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,294
2010 Primary Election,02/08/2010,Active,System Generated / Primary or General Election,294
2010 Statewide Special Election,11/13/2009,Active,Statement of Organization,294
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,294
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,294
2007 November Election,09/08/2007,Active,Contribution to Active Candidate or Measure Committee,294
2006 General Election,,Inactive,,294
2006 Primary Election,,Inactive,,294
2004 General Election,,Inactive,,294
2004 Primary Election,,Inactive,,294
2002 General Election,,Inactive,,294
2002 Primary Election,,Inactive,,294
2000 General Election,,Inactive,,294
1998 General Election,,Inactive,,294
1998 Biennial Primary Election,,Inactive,,294
1996 General Election,,Inactive,,294
1996 Primary Election,,Inactive,,294
1994 General Election,,Inactive,,294
1994 Primary,,Inactive,,294
1992 General Election,,Inactive,,294
1992 Primary Election,,Inactive,,294
1990 General Election,,Inactive,,294
2018 Primary Election,11/29/2017,Active,Contribution to Active Candidate or Measure Committee,5133
2018 January Special Election,12/19/2017,Active,Contribution to Active Candidate or Measure Committee,5133
2017 May Election,01/13/2017,Active,Contribution to Active Candidate or Measure Committee,5133
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5133
2016 Primary Election,11/24/2015,Active,Contribution to Active Candidate or Measure Committee,5133
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5133
2014 Primary Election,01/08/2014,Active,System Generated / Primary or General Election,5133
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5133
2012 Primary Election,01/18/2012,Active,Contribution to Active Candidate or Measure Committee,5133
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5133
2010 Primary Election,11/10/2009,Active,Contribution to Active Candidate or Measure Committee,5133
2010 Statewide Special Election,01/13/2010,Active,Contribution to Active Candidate or Measure Committee,5133
2009 May Election,05/18/2009,Active,Contribution to Active Candidate or Measure Committee,5133
2008 General Election,07/31/2008,Active,Contribution to Active Candidate or Measure Committee,5133
2008 Primary Election,09/26/2007,Active,Statement of Organization,5133
2007 November Election,09/07/2007,Active,Contribution to Active Candidate or Measure Committee,5133
2006 General Election,,Inactive,,5133
2006 Primary Election,,Inactive,,5133
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,12512
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,12512
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,12512
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,12512
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,12512
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,12512
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,12512
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,12512
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,12512
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,12512
2007 November Election,10/29/2007,Active,Statement of Organization,12512
2018 Primary Election,08/30/2017,Active,Contribution to Active Candidate or Measure Committee,470
2018 January Special Election,01/03/2018,Active,In-Kind or Independent Expenditure,470
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,470
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,470
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,470
2014 Primary Election,07/18/2013,Active,System Generated / Primary or General Election,470
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,470
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,470
2010 General Election,05/25/2010,Active,System Generated / Primary or General Election,470
2010 Primary Election,09/10/2009,Active,System Generated / Primary or General Election,470
2010 Statewide Special Election,01/15/2010,Active,System Generated / Primary or General Election,470
2008 General Election,07/01/2008,Active,Contribution to Active Candidate or Measure Committee,470
2008 Primary Election,01/22/2008,Active,Contribution to Active Candidate or Measure Committee,470
2007 November Election,08/17/2007,Active,Contribution to Active Candidate or Measure Committee,470
2006 General Election,,Inactive,,470
2006 Primary Election,,Inactive,,470
2002 General Election,,Inactive,,470
2002 Primary Election,,Inactive,,470
1998 General Election,,Inactive,,470
1998 Biennial Primary Election,,Inactive,,470
1996 General Election,,Inactive,,470
1996 Primary Election,,Inactive,,470
1994 General Election,,Inactive,,470
1994 Primary,,Inactive,,470
1992 General Election,,Inactive,,470
1992 Primary Election,,Inactive,,470
1990 General Election,,Inactive,,470
2017 May Election,01/24/2017,Active,In-Kind or Independent Expenditure,353
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,353
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,353
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,353
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,353
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,353
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,353
