,1
Kopel-Bailey_Jules_(D),1
Kopel_Bailey_Jules,2
Kopel_Bailey_Jules(WI),1
Kopel_Bailey_Jules_(D),1
Kopel_Bailey_Jules_(DEM),1
Kord_Greg_(CON),1
Kotek_Tina,5
Kotek_Tina(WI),1
Kotek_Tina_(D),4
Kotek_Tina_(DEM),1
Kozak_Mike_(NAV),1
Kramer_Mark_K,1
Kremer_Mary,1
Kremer_Mary_(REP),1
Krieger_Wayne,5
Krieger_Wayne(WI),1
Krieger_Wayne_(R),5
Krieger_Wayne_(REP),1
Kroger_John_R,1
Kroger_John_R_(D),1
Kroger_John_R_(WI),1
Kropf_Jeff,2
Kropf_Jeff_(R),1
Kropf_Jeff_(WI),1
Krueger_Art_H_(PG),1
Krummel_Jerry,2
Krummel_Jerry_(R),2
Kruse_Jeff,3
Kruse_Jeff_(R),3
Kucinich_Dennis_J,1
Kuechler_Wayne,1
Kuechler_Wayne_(D),1
Kuklinski_Piotr,1
Kuklinski_Piotr(WI),1
Kuklinski_Piotr_(R),2
Kulongoski_Ted,1
Kulongoski_Ted_(D),1
Kurshner_Paula_J,2
Kushner_Jay,1
Kushner_Jay_(R),1
Kuzmanich_John,1
Kyle_Barbara,1
Kyle_Claudia,2
Kyle_Claudia_(D),1
Kyle_Claudia_(DEM),1
LaBarre_Jerome,2
LaMar_Kristena_A,1
LaMunyon_Don_(CON),1
Lamberg_Kathy_(R),1
Landau_Jack_L,2
Langan_Jeffrey_J_(L),1
Larouche_Jr_Lyndon_H,1
Lasswell_William_L,1
Later_Loren,1
Laurent_Bud,1
Laurent_Bud_(DEM),1
Lawrence_Jeff_(LBT),1
Lawrence_Tara_R,1
Lawson_Jackie,1
LeCompte_Kathy,2
LeCompte_Kathy_(R),1
LeCompte_Kathy_(REP),1
Lee_Barry_S,1
Lee_Charles,2
Lee_Charles_E,1
Lee_Charles_E_(D),1
Lee_Chuck_(I),1
Leggert_Terry_Ann,1
Leiman_Alan,2
Leitch_Gordon,2
Leith_David_E,1
Lemas_Noah,1
Lemas_Noah_(D),1
Lemler_Becky,1
Lemler_Becky_(REP),1
Lemons_Thomas_F,1
Lentsch_Cheryl,1
Leonard_Kip,1
Leriche_Steven_F,2
Letourneau_Donald_R,2
Leuenberger_James_E,2
Leuenberger_James_E_(C),3
Levin_Jason_(PG),1
Levine_Richard_(Rick),1
Levine_Richard_(Rick)_(DEM),1
Lewis_Alexa_J,1
Lieuallen_Jon,1
Lim_John,4
Lim_John_(R),3
Linder_Virginia_L,4
Lindland_Matt,1
Lindland_Matt_(R),1
Lindsay_Jim_(L),1
Lindsay_Shawn,2
Lindsay_Shawn_(R),1
Lindsay_Shawn_(REP),1
Lindsey_Renee,1
Lindsey_Renee_(R),1
Lininger_Ann_(D),1
Lioio_Bill,1
Lioio_Bill_(R),1
Lipscomb_Paul,1
Liskey_Tracey,1
Littlehales_Charles_P,1
Litzenberger_Marilyn_E,1
Lively_John,1
Lively_John_(D),2
Loera_David,1
Lofaso_Joanna,1
Lofaso_Joanna_(R),1
Loney_Paul_(PAC),1
Long_David_E_(L),2
Lopez_Angel,1
Lopez_Delia,3
Lopez_Delia_(R),1
Lopez_Delia_(REP),1
Lorts_Jack_E,1
Lorts_Jack_E_(D),1
Love_Valeri_L,1
Lovelace_Kelly,1
Lovelace_Kelly_(R),1
Lovelace_Kelly_R,1
Lovelace_Kelly_R_(REP),1
Lowe_John,1
Lowery_Brian_D_(L),1
Loy_Michael_S,1
Loyd_Don_(C),1
Luby_Kevin_W,1
Lucas_Dan,1
Lucas_Dan_(REP),1
Lucca_Marc,1
Lugo_Chris_(PGP),1
Lugo_Christina_Jean_(PG),2
Lundgren_Maren,1
Lundgren_Maren_(D),1
Luukinen_Charles_E,1
Lynn_Rita_(C),1
MacLeod_Colleen,1
Macpherson_Greg,3
Macpherson_Greg_(D),2
Macpherson_Greg_(WI),1
Madison_Kenneth_W,1
Magaña_Mario_E,1
Magaña_Mario_E_(D),1
Maginnis_Tom,1
Maginnis_Tom_(R),1
Mahler_John_F_(L),1
Mahler_Sharon_A_(L),1
Malmay_Carol,1
Mandaville_Diane_(I),1
Mann_Sandra_L,1
Mannix_Kevin,2
Mansell_Melanie,1
March_Steve,1
March_Steve_(D),1
Marcus_Michael_H,1
Margolis_Jesse_(WI),1
Margolis_Jesse_C,1
Marino_Tony,1
Marino_Tony_(R),1
Markley_Kyle_(L),2
Marks_Steve,1
Marney_Thad_(L),1
Marquis_Joshua,2
Marr_Kevin_P,1
Marr_Kevin_P_(D),1
Mars_Tami,1
Mars_Tami_(R),1
Marsh_Michael_(C),2
Marsh_Michael_(CON),1
Marsh_Michael_P_(C),1
Marsh_Michael_Paul_(C),2
Marshall_Christopher_J,1
Marshall_William,1
Marshall_William_(Bill),1
Marteeny_Doug,1
Martin_Robert_D_(L),1
Martin_Ted_K,1
Martwick_Jean_Marie,1
Marvin_Michael_(L),1
Masey_Susan,1
Mason_Dan,1
Mason_Dan_(R),2
Massey_Susan_(R),1
Matarazzo_Judith_Hudson,1
Mathisen_Michael,1
Mattern_Cody_(L),1
Matthews_Greg,3
Matthews_Greg_(D),2
Matthews_Greg_(DEM),1
Matyas_Cindee_S,3
Maurer_Jean_Kerr,1
Maurer_Ron,3
Maurer_Ron_(R),2
Maurer_Steven_L,2
McAlmond_Russell,1
McAlpin_Jay_(WI),1
McArthur_Mike_W,1
McCain_Bruce,1
McCain_Bruce_(R),1
McCain_John,2
McCarty_Ron,1
McCarty_Ron_(N),1
McColgan_John_C,1
McColgan_John_C_(D),1
McCormick_John_A,1
McCormick_Rick_J,1
McDaniel_Kelsie,1
McDermott_Harry,2
McDermott_Harry_(D),1
McDermott_Harry_(DEM),1
McDonald_Bob,1
McDonald_Bob_(D),1
McGeary_Doug,2
McHill_Tom,1
McIntyre_James_J,1
McKenna_Arn,1
McKeown_Caddy,1
McKeown_Caddy_(D),2
McKibbin_G_Nick,1
McKinney_Cynthia_(PG),1
McKnight_Maureen,1
McLain_Susan_(D),1
McLane_Mike,2
McLane_Mike_(R),2
McLane_Mike_(REP),1
McLane_Mike_(WI),1
McLeod_Wade_M,1
McMenamin_Timothy_E,1
McMenamin_Timothy_E_(R),2
McShane_Michael,1
Mclean_Fergus,1
Mclean_Fergus_(D),1
Mcleod_Wade_M,1
Meadowlark_Paul,1
Meieran_Sharon,1
Meisenheimer_Keith,1
Mejia_Lorenzo_A,1
Menchaca_Ricardo_J,1
Mendiguren_Phillip_A,1
Mentrum_Christopher,1
Meo_Michael_(PG),2
Meo_Michael_(PGP),1
Merkley_Jeff,3
Merkley_Jeff_(D),4
Merten_Maurice_K,2
Meshell_Jason_DC,1
Metsger_Rick,3
Metsger_Rick_(D),1
Meyer_Andy,1
Michael_Timothy,1
Michaels_Lisa,2
Michaels_Lisa_(R),1
Mickelson_Richard_K,1
Mike,1
Miller_Eve_L,2
Miller_Robert_(L),2
Milligan_Steve_(L),1
Mills_Scott_A_(D),1
Milne_Patricia_(R),1
Minnis_Karen,2
Minnis_Karen_(R),2
Minthorn_Antone(WI),1
Minthorn_Antone_(D),1
Misc,1844
Mitchel-Markley_Caitlin_(L),1
Mitchell_Douglas_S,1
Mitchell_II_Charles_P,1
Mock_Tristin_(PG),1
Mongkeya_Linda,1
Mongkeya_Linda_(D),1
Monnes_Anderson_Laurie,3
Monnes_Anderson_Laurie_(D),3
Monroe_Rod,2
Monroe_Rod_(D),2
Monroe_Rod_(DEM),1
Montchalin_Mike_(L),1
Mooney_Josephine,1
Moore_Ken_(D),1
Moran_Mike,1
Moran_Mike_(D),1
Moran_Nancy,1
Morgan_Delinda,1
Morgan_Delinda_(R),1
Morgan_Doug,1
Morgan_Ronald_L_(Ron)_(S),1
Morgan_Susan,2
Morgan_Susan(WI),1
Morgan_Susan_(R),2
Morley_Richard_(L),2
Morrisette_Bill,1
Morrisette_Bill_(D),1
Morse_Frank,2
Morse_Frank_(R),1
Morse_Frank_(REP),1
Morton_Jim,1
Morton_Jim_(D),1
Morton_Robert_(C),1
Mowry_Dave,3
Mowry_Dave_(R),1
Mueller_Cheryl_(R),1
Murgo_Rudy_M,1
Murk_Mary_Ann,1
Murphy_Daniel_R,2
Myers_Cheryl,1
Myers_Cheryl_(DEM),1
Myers_Hardy,1
Myers_Hardy_(D),1
Myers_Norm,1
Myers_Norm_(R),1
Myers_Robert_E,1
Myers_Scott_W,1
Nachtigal_Gayle_A,2
Nader_Ralph_Nader_(P),1
Nakamoto_Lynn_R,1
Napolitano_John,1
Napolitano_John_(D),1
Nathanson_Nancy,4
Nathanson_Nancy(WI),1
Nathanson_Nancy_(D),4
Nathanson_Nancy_(DEM),1
Nathe_Richard,1
Neal_Bruce,1
Neal_Bruce_(R),1
Nearman_Mike_(R),1
Neeley_Doug,1
Neeley_Doug_(D),1
Neilson_George_W,1
Nelsen_John,1
Nelsen_John_(R),1
Nelson_Adrienne,1
Nelson_Adrienne_C,1
Nelson_David,2
Nelson_David(WI),1
Nelson_David_(R),2
Nelson_David_(WI),1
Nelson_Donna_G,2
Nelson_Donna_G._(R),1
Nelson_Donna_G_(R),1
Nelson_Justin_W,1
Nelson_Maggie,1
Nelson_Maggie_(R),1
Nelson_Philip_L,2
Neville_Candy,1
Newell_David,1
Newell_David_(R),1
Newell_Jr_Eugene_A_(L),1
Newgard_Steve,1
Newgard_Steve_(R),2
Newman_Michael,1
Newman_Michael_A,1
Nisley_Eric,1
Nisley_Eric_J,2
No,59
Nolan_Mary,4
Nolan_Mary(WI),1
Nolan_Mary_(D),3
Nolan_Mary_(DEM),1
Nolan_Mary_(WI),1
Norblad_Albin_W,2
Norby_Susie_L,1
Nordbye_Peter,1
Nordbye_Peter_(D),1
Nordin_Donald,1
Nordin_Donald_(D),1
Norris_Alice_(DEM),1
Norris_Dan,1
Norris_Daniel_O,2
Nortness_Kevin_C,1
Nortness_Kevin_C_(D),1
Norton_John,1
Nosse_Rob_(D),1
Novick_Steve,1
Novotny_DeAnn_L,1
Novy-Arcune_Sara_Helen,1
Nyhart_Brenda_(C),1
Nystrom_Stephanie_(D),1
Oakley_Jim(WI),1
Oakley_Jim_(R),1
Obama_Barack,3
Obama_Barack_(D),1
Obrist_Roger,1
Obrist_Roger_S,2
Ochoa_Joseph_V,1
Olds_Ryan_A,1
Olds_Ryan_A_(D),1
Ollerenshaw_Gary_L,1
Ollerenshaw_Gary_L_(D),1
Olsen_Alan_R,1
Olsen_Alan_R_(R),1
Olsen_Alan_R_(REP),1
Olsen_Dick,1
Olsen_Dick_(D),1
Olsen_Tracy_(I),1
Olson_Andy,5
Olson_Andy_(R),5
Olson_Andy_(REP),1
Olson_Douglas_S,1
Olson_Douglas_S_(R),1
Olson_J_Marty,1
Olson_John_A,1
Olson_Vicki,1
Omdahl_Jay,1
Omdahl_Jay_(R),1
Oppenheim_Steve,1
Oppenheim_Steve_(R),1
Orr_David,1
Orr_Rodney_E,1
Orr_Rodney_E_(DEM),1
Ortega_Darleen,2
Osborne_Dick(WI),3
Osborne_Dick_(R),1
Osborne_Roxanne_Burgett,2
Ostrye_Karen,1
Ousley_Daniel,5
Overgaard_Mary,1
Owens_Howard,1
Owens_Howard_(D),1
Page_Allan_(C),1
Pahl_Ronald_J,2
Park_Rod,1
Parker_Robin_S,1
Parker_Timi,1
Parker_Timi_(DEM),1
Parks_Del,1
Parrish_Julie,1
Parrish_Julie_(R),2
Parrish_Julie_(REP),1
Parsons_Shirley,1
Parsons_Shirley_(R),1
Partin_Lynn_D,1
Partridge_Lindsay,1
Patridge_Rob,1
Patterson_Douglas_(C),2
Paul_David_F_(Dave),1
Paul_Ron,2
Payne_Kathleen,2
Peachey_Thomas_C,1
Pearn_Al,3
Pearn_Al_(R),3
Pederson_Jessica_Vega,1
Pellegrini_Cheryl,1
Penicook_David,1
Penn_Dale,1
Penn_Dale_W,1
Peralta_Sal,1
Peralta_Sal_(D),1
Perkins_Ed,1
Peroutka_Michael_Anthony_(C),1
Perry_Patrick_Christopher,1
Petersen_Andy_(R),1
Peterson_Adam,1
Petrie_Philip,1
Phay_Richard_V_(D),1
Philbrook_Julia_A,1
Philiben_Phil,1
Philiben_Phil_(D),1
Phillips_Tim,1
Pierce_Jackie_(D),1
Pierce_Jackie_(DEM),1
Pierpoint_Gary,1
Pierpoint_Gary_(R),1
Pike_Roger,1
Pike_Roger_(D),1
Piluso_Carla_C_(D),1
Pishioneri_Joe,1
Pishioneri_Joe_(R),1
Pivarnik_John_R_(C),1
Polikoff_Alex_(PG),3
Poole_Arnold_W,1
Poole_Ronald,1
Pope_Craig,1
Porter_William_(Bill),2
Post_Bill_(R),1
Powers_Mike,1
Powers_Mike_(DEM),1
Prall_Tracy_A,1
Pratt_J_Burdette,1
Price_Steven_L,1
Price_Wesley_B,1
Price_Wesley_B_(D),1
Primus_Daniel_R,1
Prociw_Kevin_(IND),1
Prock_Robert_L_(C),1
Prozanski_Floyd,3
Prozanski_Floyd_(D),3
Prozanski_Floyd_(DEM),1
Radley_Charles_F_(L),1
Radley_Charles_Frank_(L),1
Raines_Keith_R,1
Rambo_Richard_B,1
Ramsay_Susan_M_(Sue),1
Rasmussen_Karsten_H,2
Rasmussen_Will,1
Rasmussen_Will_(DEM),1
Rastetter_Thomas_J,2
Ravassipour_Kelly_W,1
Rayfield_Dan,1
Rayfield_Dan_(D),1
Rayfield_Dan_(DEM),1
Read_Tobias,4
Read_Tobias_(D),4
Read_Tobias_(DEM),1
Reardon_Jeff,1
Reardon_Jeff_(D),2
Reed_Steven_B,1
Reed_Theresa_(Darklady)_(L),1
Rees_David_F,1
Reilly_TJ,1
Reilly_TJ_(R),1
Reisfar_Tristan_(L),1
Reynolds_Dick,1
Reynolds_Dick_(D),1
Reynolds_Garry_L,1
Reynolds_Scott_(IND),1
Reynolds_Steven_(P),1
Reynolds_Steven_C_(PG),1
Rhoades_Jamese,2
Richardson_Dennis,5
Richardson_Dennis(WI),2
Richardson_Dennis_(R),5
Richardson_Dennis_(REP),1
Richardson_Ernest_C_(C),1
Richkind_Steve,1
Richman_Mark_(R),1
Richter_Christopher_(L),1
Riggs_Richard,1
Riggs_Richard_(D),1
Riggs_William,1
Riley_Chuck,4
Riley_Chuck_(D),4
Riley_Chuck_(DEM),1
Riley_Katie,2
Riley_Katie_(DEM),1
Rilling_Terry,1
Rilling_Terry_(R),1
Rilling_Terry_L_(I),1
Ritter_Jeff,1
Robbins_John_P,1
Roberts_Beth_L,1
Roberts_Jack,2
Roberts_Leslie,2
Roberts_R_Scott,1
Roberts_R_Scott_(REP),1
Roberts_Scott,1
Roberts_Scott_(R),1
Robinson_Art,2
Robinson_Art_(R),2
Robinson_Art_(REP),1
Robinson_David,1
Robinson_Matthew_L,1
Robison_Jim,1
Roblan_Arnie,5
Roblan_Arnie_(D),4
Roblan_Arnie_(DEM),1
Rogers_Keith_B,1
Rohde_Gregory_F_(L),1
Roll_Perry_(L),1
Roll_Perry_R_(L),1
Roll_Rick_W,1
Roll_Rockne,1
Rollins_Eldon,3
Rollins_Eldon_(D),2
Rollins_Eldon_(DEM),1
Romney_Mitt,1
Romney_Mitt_(R),1
Rooke-Ley_Ilisa_HR,1
Rose_Rick_(R),1
Rosenbaum_Diane,4
Rosenbaum_Diane(WI),2
Rosenbaum_Diane_(D),4
Rosenbaum_Diane_(WI),1
Rosenblum_Ellen,1
Rosenblum_Ellen_(D),1
Rosenblum_Ellen_F,1
Rosenthal_Gerritt,3
Rosenthal_Gerritt_(D),1
Rosinbaum_Guy_(L),1
Rosinbaum_Guy_S_(L),1
Ross_Rick,2
Ross_Rick_(D),2
Ross_Ron_(C),1
Rowe_Steven_D,1
Rowe_Steven_D_(R),1
Rubenstein_Julie,1
Rubenstein_Julie_(D),1
Ruel_Conrad,1
Ruel_Conrad_(D),1
Runyan_Casey_(R),1
Runyan_Dwayne_E,1
Runyan_Dwayne_E_(REP),1
Ryan_Tom,1
Sander_Miklosch_(Mik),1
Sander_Miklosch_(Mik)_(D),1
Sanders_David,1
Sanders_David_(R),1
Sanders_Paulette_E,1
Sannes_Marvin,1
Sannes_Marvin_(I),2
Sannes_Marvin_(REP),1
Santorum_Rick,1
Sappington_Sam_HW,1
Sappington_Sam_HW_(D),1
Sardo_Jordana_(F),1
Savoie_Shane_(L),1
Saxton_Frank_W,1
Saxton_Ron,1
Saxton_Ron_(R),1
Schaffer_Steve,1
Schaufler_Mike,5
Schaufler_Mike(WI),1
Schaufler_Mike_(D),3
Schaufler_Mike_(DEM),1
Schendel_Diane,1
Schendel_Diane_(REP),1
Schiveley_Mark,1
Schomus_Gabe,1
Schomus_Gabe_(R),1
Schrader_Kurt,4
Schrader_Kurt_(D),4
Schrader_Kurt_(DEM),1
Schrader_Martha,1
Schrader_Martha_(DEM),1
Schrunk_Michael_D,2
Schulz_Hugo,1
Schulz_Hugo_(REP),1
Schuman_David,1
Schutt_David_A,3
Schutz_Ronald,1
Schwend_Adam,1
Scott_Chester,1
Scott_Johnie_Wayne_(L),1
Scott_Wayne,2
Scott_Wayne_(R),2
Scronce_Karl,2
Sebestyen_Jerome_(Jerry)_(D),1
Sebestyn_Jerry(WI),1
Segers_Joyce_B,2
Segers_Joyce_B_(D),1
Segers_Joyce_B_(DEM),1
Seitz_Joan_G,1
Selander_Robert_R,1
Seligman_Mark_J_(L),1
Selman-Ringer_Jill,1
Selman-Ringer_Jill_(D),1
Semrau_Scott_(C),2
Sercombe_Timothy_J,2
Settje_Dale,1
Sewell_John_T,3
Shah_Santu,1
Shannon_Al,1
Shannon_Al_(R),1
Sharp_Marj,1
Shaw_Patricia_J,2
Sheedy_Nick,1
Sheehan_Patrick,2
Sheehan_Patrick_(R),1
Sheehan_Patrick_(REP),1
Shepley_Wm_Bruce,1
Shields_Chip,6
Shields_Chip(WI),2
Shields_Chip_(D),4
Shields_Chip_(DEM),1
Shindler_Lee_R,1
Shipman_Roger_(C),1
Shirtcliff_Matt,3
Shults_Mitch_(L),1
Silver_Gregory_F,1
Silver_Scott,1
Simmering_Robert_J_(C),1
Simmons_Ann_Marie,1
Simpson_Lane_W,1
Sims_Theodore_E,1
Sizemore_Bill,1
Skye_Kelly,1
Smith_Berkeley,1
Smith_Bernie,1
Smith_Bill_A,1
Smith_Bill_A_(D),1
Smith_Brent_H,1
Smith_Gordon_H,1
Smith_Gordon_H_(R),1
Smith_Greg,5
Smith_Greg(WI),1
Smith_Greg_(R),5
Smith_Greg_(REP),1
Smith_Greg_(WI),1
Smith_Jefferson,2
Smith_Jefferson(WI),1
Smith_Jefferson_(D),1
Smith_Jefferson_(DEM),1
Smith_Josh_(PG),1
Smith_Jr_Donald_G_(L),1
Smith_Patti,2
Smith_Patti_(R),2
Smith_Tim_K,1
Smith_Tootie_(R),1
Snodgrass_Ben_(C),1
Soehrman_Martin_(LBT),1
Soehrman_W_Martin_(L),1
Sokol_Blosser_Susan,1
Sommer_Curtis_(P),1
Sonnen_Chael,2
Sorenson_Pete,1
Souza_Daniel_K_(L),1
Spasaro_Michael_(WI),1
Spasaro_Michael_P,1
Spasaro_Michael_P_(R),2
Spasaro_Michael_P_(REP),1
Spear_Jr_Thomas_M,2
Spear_Thomas,2
Spicer_Annetta_L,2
Spidal_William_E,1
Sprenger_Sherrie,3
Sprenger_Sherrie_(R),3
Sprenger_Sherrie_(REP),1
Squires_Eric_D_(D),1
St_Germain_Tonia_P_(D),1
Staggenborg_Rick_(PRO),1
Stallings_NW_(Bill)_(C),1
Stapleton_Ulys,1
Stark_Duane_A_(R),1
Starr_Bruce,3
Starr_Bruce_(R),2
Starr_Bruce_(REP),1
Starr_Charles,1
Starrett_Mary_(C),1
Stauffer_Janet,1
Steele_Kathie_F,1
Steiert_Greg,1
Stein_Jill_(PG),1
Steiner_Hayward_Elizabeth_(D),2
Stephens_Eli,1
Stiegler_Judy,3
Stiegler_Judy_(D),2
Stiegler_Judy_(DEM),1
Stone_Martin,2
Stone_Ronald_W,2
Storkson_Britt,1
Streich_Alexandria_Chris,1
Stuart_Diana_I,1
Stutzman_Tom,1
Sullivan_Michael_C,1
Sullivan_Pat,1
Sullivan_Patricia,1
Sumner_Mac,2
Sumner_Mac_(R),2
Sunseri_Ron,1
Sunseri_Ron_(R),1
Svetkey_Susan_M,2
Swanson_John,1
Swartzendruber_Ross,1
Swartzendruber_Ross_(D),1
Sweeney_John,5
Tabor_H_Joe_(L),2
Tabor_H_Joe_(LBT),1
Tabor_Joe_(L),1
Taggart_Meredith_Love_(L),1
Talley_Ben,2
Talley_Ben_(D),2
Tallman_Terry_K,2
Taylor_Darlene_V_(D),1
Taylor_Kathleen_(D),1
Taylor_Robert_(L),1
Telfer_Chris,3
Telfer_Chris_(R),1
Telfer_Chris_(REP),1
Tempey_Marcus_W,1
Temple_Eva_J,1
Tennyson_Katherine,1
Terry_David_(L),1
Thackaberry_Dan,2
Thackaberry_Dan_(D),2
Thatcher_Jared,1
Thatcher_Jared_(R),1
Thatcher_Kim,5
Thatcher_Kim(WI),1
Thatcher_Kim_(R),5
Thatcher_Kim_(REP),1
Thiemann_Phyllis,1
Thom_Ron,1
Thomas_Norm,1
Thomas_Norm_(R),1
Thompson_Fred,2
Thompson_Fred_(R),1
Thompson_Gary,2
Thompson_Jim,4
Thompson_Jim_(R),2
Thompson_Jim_(REP),1
Thompson_Kirsten_E,1
Thompson_Tim,1
Thompson_Timothy_R,1
Thomsen_Chuck,1
Thomsen_Chuck_(R),1
Thomsen_Chuck_(REP),1
Thorne_Greg,1
Tichenor_Cal,1
Ticknor_Daniel,1
Tiktin_Stephen_N,1
Tiller_Hobert_Kim,1
Timko_Michelle_T,1
Tipton_Gerald_R,1
Tomei_Carolyn,5
Tomei_Carolyn(WI),1
Tomei_Carolyn_(D),4
Tomei_Carolyn_(DEM),1
Torrey_Jim,1
Torrey_Jim_(R),1
Tran_Thuy,1
Traylor_Dave,2
Trevino_Mari_Garric,1
Tripp_Susan_M,1
Tu_Trung_D,1
Turner_Russell,1
Turner_Russell_(REP),1
Uchytil_Randy,1
Uchytil_Randy_(R),1
Uherbelau_Judith_H,1
Uhing_Elena,1
Uhrick_Colin_D,1
Underhill_Rod,1
Unger_Ben,1
Unger_Ben_(D),1
Upton_Suzanne,1
Upton_Suzanne_M,1
VanGordon_Sean,1
VanGordon_Sean_(REP),1
VanGordon_Sean_MP,1
VanGordon_Sean_MP_(R),1
VanOrman_Suzanne,3
VanOrman_Suzanne_(D),2
VanOrman_Suzanne_(DEM),1
Van_Dyk_Douglas,1
Van_Dyk_Douglas_V,1
Van_Schoonhoven_Heidi,1
Van_Schoonhoven_Heidi_(D),2
Van_Valkenburgh_M_D,1
Vandever_Jacob_D_(R),1
Vega_Pederson_Jessica_(D),2
Velure_Lyle_C,1
Verbeek_John,1
Verbeek_John_(R),2
Verger_Joanne,2
Verger_Joanne_(D),2
Verger_Joanne_(WI),1
Vetanen_Mark_(L),1
Vetanen_Mark_W_(L),1
Villa-Smith_Kathryn,1
Vitolins_Daina,1
Vitolins_Daina_A,1
Vogt_Debra,2
Vogt_Debra_K,1
Voisin_Carol,1
Voisin_Carol_(D),1
Volpert_Tim,2
Wagner_Wes_(L),2
Wagner_Wes_(LBT),1
Wakkila_Wynne,1
Wakkila_Wynne_(D),1
Walden_Greg,5
Walden_Greg_(R),5
Walden_Greg_(REP),1
Waldron_Keith,1
Walker_David_(NA),1
Walker_Kenneth_R,1
Walker_Vicki_L,2
Walker_Vicki_L_(D),1
Walker_Victory_D,1
Wallace_Jeff,1
Wallace_Jeff_M,1
Waller_Nan_G,1
Walls_Pete,1
Walsh_(Lone_Vet)_Joseph,1
Walters_Martha_L,1
Wand_Matthew,2
Wand_Matthew_(R),1
Wand_Matthew_(REP),1
Wang_Andre,1
Wang_Andre_(REP),1
Wangle_Keith_(I),1
Warner_Barbara_Smith_(D),1
Watkins_Rex_O,1
Watkins_Ulanda_L,1
Weatherford_Marion,2
Webb_Mark,3
Webb_Sandy,1
Webb_Sandy_(DEM),1
Weber_Katherine_E,1
Wehby_Monica_(R),1
Weidner_Jim,2
Weidner_Jim_(R),3
Weidner_Jim_S,1
Weidner_Jim_S_(REP),1
Welch_Elizabeth,1
Wells_Paul_Damian,3
Wells_Pete_(DEM),1
Welsh_Jim,2
Welsh_Jim_(C),1
Welyczko_Mark,2
Wendel_Mike,1
Wesenberg_Rick,2
West_Russell_B,1
West_Wesley,1
West_Wesley_W,1
West_Wesley_W_(DEM),1
Westlund_Ben,2
Westlund_Ben_(D),1
Westlund_Ben_(R),1
Westlund_Ben_(WI),1
Wetzel_Mike,1
Wheeler_Rob,1
Wheeler_Rob_(REP),1
Wheeler_Ted,2
Wheeler_Ted_(D),1
Wheeler_Ted_(DEM),1
Whisnant_Gene,5
Whisnant_Gene(WI),1
Whisnant_Gene_(R),5
Whisnant_Gene_(REP),1
Whisnant_Gene_(WI),1
White_Raymond_B,1
Whitehead_Richard_(L),1
Whitsett_Doublas_K_(R),1
Whitsett_Doug,2
Whitsett_Doug(WI),1
Whitsett_Doug_(R),2
Whitsett_Douglas_K,1
Whitsett_Douglas_K(WI),1
Whitsett_Gail,1
Whitsett_Gail_(R),1
Whitsett_Gail_D_(R),1
Whitten_Cameron_(P),1
Wieneke_Carl,1
Wieneke_Carl_(R),1
Wight_John,2
Wight_John_(R),2
Wilhelm_Craig_(D),1
Williams_Gary_L,1
Williams_Gary_Lee,1
Williams_Hart,1
Williams_Locke_A,1
Williams_Mona_K,3
Williams_Wayne_R_(L),1
Williamson_Jennifer,1
Williamson_Jennifer_(D),2
Wilson_Carl_(R),1
Wilson_Janice_R,2
Wilson_John_B,1
Wilson_John_Bruce,1
Wilson_Richard_(RJ),1
Winegarden_Carole_D_(C),1
Winegarden_Dale_(C),1
Wingard_Matt,3
Wingard_Matt_(R),1
Wingard_Matt_(REP),1
Winters_Jackie,3
Winters_Jackie_(R),2
Winters_Jackie_(REP),1
Wirth_Kelley,1
Wirth_Kelley_(D),1
Witt_Brad,4
Witt_Brad(WI),1
Witt_Brad_(D),4
Witt_Brad_(DEM),1
Wittmayer_John_A,1
Wogan_Cameron_F,2
Wolf_Dean_(C),2
Wolf_John_A,1
Wolfe_Nancy_H,1
Wolfe_Robert_(P),1
Wolke_Pat,2
Wollheim_Robert,2
Woodland_Walter_H,1
Woods_Jr_Earl_R,1
Woolley_Seth_(PG),1
Woolley_Seth_Alan_(PG),1
Wooten_Cliff,1
Wright_Barbara_Ann,1
Wright_Beverly_J_(R),1
Wright_Christopher_D,1
Wright_Jim,1
Wright_Jim_(R),1
Wu_David,4
Wu_David_(D),3
Wu_David_(DEM),1
Wyatt_Merri_Souther,2
Wyden_Ron,2
Wyden_Ron_(D),1
Wyden_Ron_(DEM),1
Wyers_Jan,1
Wynhausen_Michael,1
Yates_Jason_(R),1
Yellott_Geo_(Sonny)_W_(R),1
Yellott_George_(Sonny),1
Yellott_George_(Sonny)_(R),1
Yes,59
York_Carol,1
York_Carol_(R),1
You_Youlee_Yim,1
Young_Bill,2
Young_Bill_(R),1
Young_Bill_(REP),1
Yount_Phil,1
Zanotelli_Brian,1
Zennache'_Charles_M,1
Zupancic_Jim,1
Zupancic_Jim_(R),1
deParrie_Paul_(C),1
