committee_id,total_transactions
16097,0
15323,1008
16049,58
15807,32
15413,94
15298,2722
15132,1236
16051,18
15409,270
15402,48
16048,0
15059,37
15596,11
15580,43
15497,699
15109,2722
15698,53
15757,14
16073,1395
15741,563
15823,1
15388,55
16057,92
14884,2251
15018,17
16031,93
14935,38
15841,110
15371,47
15330,1771
15658,613
15645,16
15621,1296
15851,147
15242,77
15799,49
15406,3750
15906,29
15484,154
15994,233
16014,153
15022,447
15789,8
14953,0
16001,230
16008,0
15638,361
15376,367
