committee_id,total_transactions
175,1970
12986,1033
176,4496
2963,496
3674,2544
3781,673
180,653
3920,166
2803,174
190,352
3936,65
191,12986
2829,1120
13,698
2197,395
379,3332
416,14747
2307,549
197,931
5405,474
4768,0
163,657
10087,361
39,25194
266,2194
173,0
7665,1409
2337,72
3161,450
4745,821
193,9252
11,3678
212,529
10587,270
5489,0
4507,3253
217,1702
13434,57
4327,1854
3137,148
222,175
4395,1271
338,459
1640,0
2480,1052
6165,2427
228,3346
3219,1010
187,390
