committee_id,total_transactions
2690,10128
13156,454
2436,4
13233,94
339,598
340,359
11748,543
4221,2498
4583,204
342,913
12683,357
12708,384
12940,250
3601,964
274,583
13489,123
345,103
346,863
347,2475
348,20595
349,2221
12127,1735
12654,236
4653,2499
5674,13
4821,1040
4301,165
5534,238
4312,10
2225,1779
5079,2682
283,2240
250,146
351,443
5628,20
13238,143
12550,758
13436,174
13644,302
14130,125
13837,173
13714,46
13691,67
13647,1378
14124,48
14578,307
14324,225
13628,145
13649,131
6004,176
