committee_id,total_transactions
316,7
317,507
8806,0
2362,733
3591,3225
318,1569
13290,99
12468,880
13106,223
13559,108
320,707
321,1219
13037,107
13237,132
3477,1721
11528,2251
2278,839
325,6759
12529,1261
12786,752
622,1632
4608,13
326,659
327,125
6945,32
4737,32
329,1359
3598,234
12563,151
330,13
331,402
332,5749
333,2095
12891,1554
12500,454
12919,0
10447,223
4630,35
3584,4557
5319,803
97,300
335,8154
336,2915
3698,1538
172,669
5152,2071
101,885
102,1360
12536,690
2367,1200
