committee_id,total_transactions
682,12373
1686,854
4328,883
12734,62
13051,84
5208,5683
73,587
237,116
13599,44
4155,8199
13565,78
13307,22
12514,314
4726,4697
12811,130
13042,144
5667,3308
12821,165
1430,732
245,323
13289,218
13266,112
4454,3670
10067,692
12879,65
2256,5
653,723
1471,5581
3175,32
4741,1307
11527,337
3529,3
13084,54
3917,379
13120,61
3420,2981
12456,4091
253,379
1970,3
12452,53
12937,192
12916,2230
257,1137
2752,4304
13316,63
13452,16
4556,304
5643,0
4871,1415
