election,active_date,status,active_reason,committee_id
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,252
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,252
2016 Primary Election,03/14/2016,Active,System Generated / Primary or General Election,252
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,252
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,252
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,252
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,252
2010 General Election,07/26/2010,Active,System Generated / Primary or General Election,252
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,252
2010 Statewide Special Election,11/20/2009,Active,Statement of Organization,252
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,252
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,252
2007 November Election,11/04/2007,Active,Contribution to Active Candidate or Measure Committee,252
2006 General Election,,Inactive,,252
2006 Primary Election,,Inactive,,252
2004 General Election,,Inactive,,252
2004 Primary Election,,Inactive,,252
2002 General Election,,Inactive,,252
2002 Primary Election,,Inactive,,252
2000 General Election,,Inactive,,252
1998 General Election,,Inactive,,252
1998 Biennial Primary Election,,Inactive,,252
1996 General Election,,Inactive,,252
1996 Primary Election,,Inactive,,252
1994 General Election,,Inactive,,252
1994 Primary,,Inactive,,252
1992 General Election,,Inactive,,252
1992 Primary Election,,Inactive,,252
1990 General Election,,Inactive,,252
2018 General Election,03/07/2018,Active,Contribution to Active Candidate or Measure Committee,2069
2018 Primary Election,10/14/2016,Active,Contribution to Active Candidate or Measure Committee,2069
2017 May Election,03/06/2017,Active,Contribution to Active Candidate or Measure Committee,2069
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,2069
2016 Primary Election,01/08/2015,Active,Contribution to Active Candidate or Measure Committee,2069
2015 May Election,03/12/2015,Active,Contribution to Active Candidate or Measure Committee,2069
2014 General Election,05/06/2014,Active,Contribution to Active Candidate or Measure Committee,2069
2014 Primary Election,08/02/2012,Active,Contribution to Active Candidate or Measure Committee,2069
2013 November Election,10/23/2013,Active,Contribution to Active Candidate or Measure Committee,2069
2013 May Election,04/16/2013,Active,Contribution to Active Candidate or Measure Committee,2069
2012 General Election,04/17/2012,Active,Contribution to Active Candidate or Measure Committee,2069
2012 Primary Election,07/20/2011,Active,Contribution to Active Candidate or Measure Committee,2069
2011 November Election,09/20/2011,Active,Contribution to Active Candidate or Measure Committee,2069
2011 May Election,04/21/2011,Active,Contribution to Active Candidate or Measure Committee,2069
2011 March Election,01/26/2011,Active,Contribution to Active Candidate or Measure Committee,2069
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,2069
2010 Primary Election,02/22/2010,Active,System Generated / Primary or General Election,2069
2010 Statewide Special Election,10/28/2009,Active,Statement of Organization,2069
2009 May Election,04/28/2009,Active,Contribution to Active Candidate or Measure Committee,2069
2008 General Election,06/24/2008,Active,Contribution to Active Candidate or Measure Committee,2069
2008 Primary Election,01/03/2007,Active,Contribution to Active Candidate or Measure Committee,2069
2007 November Election,10/26/2007,Active,Contribution to Active Candidate or Measure Committee,2069
2006 General Election,,Inactive,,2069
2006 Primary Election,,Inactive,,2069
2004 General Election,,Inactive,,2069
2004 Primary Election,,Inactive,,2069
2002 General Election,,Inactive,,2069
2002 Primary Election,,Inactive,,2069
2000 General Election,,Inactive,,2069
2000 Primary Election,,Inactive,,2069
1998 General Election,,Inactive,,2069
1998 Biennial Primary Election,,Inactive,,2069
1997 November Special Election,,Inactive,,2069
1996 General Election,,Inactive,,2069
1996 Primary Election,,Inactive,,2069
2018 Primary Election,01/24/2018,Active,Contribution to Active Candidate or Measure Committee,2793
2016 General Election,07/27/2016,Active,Contribution to Active Candidate or Measure Committee,2793
2016 Primary Election,01/19/2016,Active,Contribution to Active Candidate or Measure Committee,2793
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,2793
2014 Primary Election,01/28/2013,Active,Contribution to Active Candidate or Measure Committee,2793
2013 May Election,03/26/2013,Active,Statement of Organization,2793
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,2793
2012 Primary Election,01/05/2011,Active,Contribution to Active Candidate or Measure Committee,2793
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,2793
2010 Primary Election,01/11/2010,Active,Contribution to Active Candidate or Measure Committee,2793
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,2793
2008 Primary Election,02/15/2008,Active,Contribution to Active Candidate or Measure Committee,2793
2007 November Election,07/24/2007,Active,Statement of Organization,2793
2006 General Election,,Inactive,,2793
2006 Primary Election,,Inactive,,2793
2004 General Election,,Inactive,,2793
2004 Primary Election,,Inactive,,2793
2002 General Election,,Inactive,,2793
2002 Primary Election,,Inactive,,2793
2000 General Election,,Inactive,,2793
2000 Primary Election,,Inactive,,2793
1998 General Election,,Inactive,,2793
1998 Biennial Primary Election,,Inactive,,2793
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,1579
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,1579
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,1579
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,1579
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,1579
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,1579
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,1579
2011 November Election,10/12/2011,Active,Statement of Organization,1579
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,1579
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,1579
2010 Statewide Special Election,01/15/2010,Active,Statement of Organization,1579
"Recall Election, 10/27/09",10/14/2009,Active,Statement of Organization,1579
2008 General Election,07/28/2008,Active,Contribution to Active Candidate or Measure Committee,1579
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,1579
2007 November Election,10/16/2007,Active,Contribution to Active Candidate or Measure Committee,1579
2007 May Election,04/12/2007,Active,Contribution to Active Candidate or Measure Committee,1579
2006 General Election,,Inactive,,1579
2006 Primary Election,,Inactive,,1579
2004 General Election,,Inactive,,1579
2004 Primary Election,,Inactive,,1579
2002 General Election,,Inactive,,1579
2002 Primary Election,,Inactive,,1579
2000 General Election,,Inactive,,1579
1999 November Special Election,,Inactive,,1579
1998 General Election,,Inactive,,1579
1998 Biennial Primary Election,,Inactive,,1579
1996 General Election,,Inactive,,1579
1996 Primary Election,,Inactive,,1579
1994 General Election,,Inactive,,1579
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,1869
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,1869
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,1869
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,1869
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,1869
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,1869
2012 Primary Election,01/19/2012,Active,Contribution to Active Candidate or Measure Committee,1869
2010 General Election,,Inactive,User Requested Inactivation,1869
2010 Primary Election,,Inactive,User Requested Inactivation,1869
2010 Statewide Special Election,12/17/2009,Active,Statement of Organization,1869
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,1869
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,1869
2007 May Election,03/05/2007,Active,Contribution to Active Candidate or Measure Committee,1869
2006 General Election,,Inactive,,1869
2004 General Election,,Inactive,,1869
2002 General Election,,Inactive,,1869
2000 General Election,,Inactive,,1869
2000 Primary Election,,Inactive,,1869
1998 General Election,,Inactive,,1869
1998 Biennial Primary Election,,Inactive,,1869
1996 General Election,,Inactive,,1869
1996 Primary Election,,Inactive,,1869
1994 General Election,,Inactive,,1869
1994 Primary,,Inactive,,1869
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,765
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,765
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,765
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,765
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,765
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,765
2012 Primary Election,06/21/2011,Active,System Generated / Primary or General Election,765
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,765
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,765
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,765
2008 Primary Election,,Inactive,User Requested Inactivation,765
2007 November Election,09/27/2007,Active,Statement of Organization,765
2006 General Election,,Inactive,,765
2004 General Election,,Inactive,,765
2002 General Election,,Inactive,,765
2000 General Election,,Inactive,,765
1998 General Election,,Inactive,,765
1996 General Election,,Inactive,,765
1994 General Election,,Inactive,,765
1994 Primary,,Inactive,,765
1992 General Election,,Inactive,,765
1992 Primary Election,,Inactive,,765
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,216
2018 January Special Election,11/06/2017,Active,Statement of Organization,216
2017 May Election,04/26/2017,Active,Contribution to Active Candidate or Measure Committee,216
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,216
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,216
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,216
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,216
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,216
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,216
2010 General Election,07/30/2010,Active,System Generated / Primary or General Election,216
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,216
2010 Statewide Special Election,11/01/2009,Active,Statement of Organization,216
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,216
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,216
2007 November Election,10/09/2007,Active,Statement of Organization,216
2006 General Election,,Inactive,,216
2006 Primary Election,,Inactive,,216
2004 General Election,,Inactive,,216
2004 Primary Election,,Inactive,,216
2004 February Special Election,,Inactive,,216
2003 September Special Election,,Inactive,,216
2002 General Election,,Inactive,,216
2002 September Special Election,,Inactive,,216
2002 Primary Election,,Inactive,,216
2000 General Election,,Inactive,,216
1999 November Special Election,,Inactive,,216
1998 General Election,,Inactive,,216
1997 November Special Election,,Inactive,,216
1996 General Election,,Inactive,,216
1994 General Election,,Inactive,,216
1994 Primary,,Inactive,,216
1992 General Election,,Inactive,,216
1992 Primary Election,,Inactive,,216
1990 General Election,,Inactive,,216
2018 Primary Election,12/30/2016,Active,Contribution to Active Candidate or Measure Committee,167
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,167
2016 Primary Election,12/18/2015,Active,Contribution to Active Candidate or Measure Committee,167
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,167
2014 Primary Election,01/27/2014,Active,Contribution to Active Candidate or Measure Committee,167
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,167
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,167
2010 General Election,07/20/2010,Active,Contribution to Active Candidate or Measure Committee,167
2010 Primary Election,07/29/2009,Active,Contribution to Active Candidate or Measure Committee,167
2008 General Election,07/24/2008,Active,Contribution to Active Candidate or Measure Committee,167
2008 Primary Election,12/06/2007,Active,Contribution to Active Candidate or Measure Committee,167
2007 May Election,03/05/2007,Active,Contribution to Active Candidate or Measure Committee,167
2006 General Election,,Inactive,,167
2006 Primary Election,,Inactive,,167
2004 General Election,,Inactive,,167
2004 Primary Election,,Inactive,,167
2002 General Election,,Inactive,,167
2002 Primary Election,,Inactive,,167
2000 General Election,,Inactive,,167
2000 Primary Election,,Inactive,,167
1998 General Election,,Inactive,,167
1998 Biennial Primary Election,,Inactive,,167
1996 General Election,,Inactive,,167
1996 Primary Election,,Inactive,,167
1994 General Election,,Inactive,,167
1994 Primary,,Inactive,,167
1992 General Election,,Inactive,,167
1992 Primary Election,,Inactive,,167
1990 General Election,,Inactive,,167
2018 Primary Election,09/21/2017,Active,Contribution to Active Candidate or Measure Committee,221
2016 General Election,07/28/2016,Active,Contribution to Active Candidate or Measure Committee,221
2016 Primary Election,12/23/2015,Active,Contribution to Active Candidate or Measure Committee,221
2015 May Election,04/23/2015,Active,Contribution to Active Candidate or Measure Committee,221
2014 General Election,06/12/2014,Active,Contribution to Active Candidate or Measure Committee,221
2014 Primary Election,01/23/2014,Active,Contribution to Active Candidate or Measure Committee,221
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,221
2012 Primary Election,12/06/2010,Active,Contribution to Active Candidate or Measure Committee,221
2011 May Election,04/27/2011,Active,Contribution to Active Candidate or Measure Committee,221
2010 General Election,05/27/2010,Active,Contribution to Active Candidate or Measure Committee,221
2010 Primary Election,08/20/2008,Active,Contribution to Active Candidate or Measure Committee,221
2009 May Election,01/07/2009,Active,Contribution to Active Candidate or Measure Committee,221
2008 General Election,03/27/2008,Active,Contribution to Active Candidate or Measure Committee,221
2008 Primary Election,01/22/2008,Active,Contribution to Active Candidate or Measure Committee,221
2007 May Election,03/07/2007,Active,Contribution to Active Candidate or Measure Committee,221
2006 General Election,,Inactive,,221
2006 Primary Election,,Inactive,,221
2004 General Election,,Inactive,,221
2004 Primary Election,,Inactive,,221
2002 General Election,,Inactive,,221
2002 Primary Election,,Inactive,,221
2000 General Election,,Inactive,,221
2000 Primary Election,,Inactive,,221
1998 General Election,,Inactive,,221
1998 Biennial Primary Election,,Inactive,,221
1996 General Election,,Inactive,,221
1996 Primary Election,,Inactive,,221
1994 General Election,,Inactive,,221
1994 Primary,,Inactive,,221
1992 General Election,,Inactive,,221
1992 Primary Election,,Inactive,,221
1990 General Election,,Inactive,,221
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,337
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,337
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,337
2014 General Election,07/29/2014,Active,System Generated / Primary or General Election,337
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,337
2012 General Election,07/19/2012,Active,Contribution to Active Candidate or Measure Committee,337
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,337
2010 General Election,08/05/2010,Active,Contribution to Active Candidate or Measure Committee,337
2010 Primary Election,03/04/2010,Active,System Generated / Primary or General Election,337
2008 General Election,07/10/2008,Active,Contribution to Active Candidate or Measure Committee,337
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,337
2007 November Election,09/04/2007,Active,Contribution to Active Candidate or Measure Committee,337
2006 General Election,,Inactive,,337
2006 Primary Election,,Inactive,,337
2004 General Election,,Inactive,,337
2004 Primary Election,,Inactive,,337
2002 General Election,,Inactive,,337
2002 Primary Election,,Inactive,,337
2000 General Election,,Inactive,,337
2000 Primary Election,,Inactive,,337
1998 General Election,,Inactive,,337
1998 Biennial Primary Election,,Inactive,,337
1996 General Election,,Inactive,,337
1996 Primary Election,,Inactive,,337
1994 General Election,,Inactive,,337
1994 Primary,,Inactive,,337
1992 General Election,,Inactive,,337
1992 Primary Election,,Inactive,,337
1990 General Election,,Inactive,,337
2018 Primary Election,02/02/2018,Active,Contribution to Active Candidate or Measure Committee,260
2017 May Election,03/16/2017,Active,Contribution to Active Candidate or Measure Committee,260
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,260
2016 Primary Election,01/27/2016,Active,Contribution to Active Candidate or Measure Committee,260
2015 May Election,04/09/2015,Active,Contribution to Active Candidate or Measure Committee,260
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,260
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,260
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,260
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,260
2011 May Election,04/20/2011,Active,Contribution to Active Candidate or Measure Committee,260
2010 General Election,08/06/2010,Active,System Generated / Primary or General Election,260
2010 Primary Election,12/16/2009,Active,Contribution to Active Candidate or Measure Committee,260
2009 May Election,04/02/2009,Active,Contribution to Active Candidate or Measure Committee,260
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,260
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,260
2007 May Election,04/06/2007,Active,Contribution to Active Candidate or Measure Committee,260
2006 General Election,,Inactive,,260
2006 Primary Election,,Inactive,,260
2004 General Election,,Inactive,,260
2004 Primary Election,,Inactive,,260
2002 General Election,,Inactive,,260
2002 Primary Election,,Inactive,,260
2000 General Election,,Inactive,,260
2000 Primary Election,,Inactive,,260
1998 General Election,,Inactive,,260
1998 Biennial Primary Election,,Inactive,,260
1996 General Election,,Inactive,,260
1996 Primary Election,,Inactive,,260
1994 General Election,,Inactive,,260
1994 Primary,,Inactive,,260
1992 General Election,,Inactive,,260
1992 Primary Election,,Inactive,,260
1990 General Election,,Inactive,,260
2018 Primary Election,12/11/2017,Active,Contribution to Active Candidate or Measure Committee,223
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,223
2016 Primary Election,01/29/2016,Active,Contribution to Active Candidate or Measure Committee,223
2014 General Election,06/10/2014,Active,Contribution to Active Candidate or Measure Committee,223
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,223
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,223
2012 Primary Election,12/22/2011,Active,In-Kind or Independent Expenditure,223
2010 General Election,07/16/2010,Active,In-Kind or Independent Expenditure,223
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,223
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,223
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,223
2007 November Election,09/17/2007,Active,Statement of Organization,223
2007 May Election,03/02/2007,Active,Contribution to Active Candidate or Measure Committee,223
2006 General Election,,Inactive,,223
2006 Primary Election,,Inactive,,223
2004 General Election,,Inactive,,223
2004 Primary Election,,Inactive,,223
2002 General Election,,Inactive,,223
2002 Primary Election,,Inactive,,223
2000 General Election,,Inactive,,223
2000 Primary Election,,Inactive,,223
1998 General Election,,Inactive,,223
1998 Biennial Primary Election,,Inactive,,223
1996 General Election,,Inactive,,223
1996 Primary Election,,Inactive,,223
1994 General Election,,Inactive,,223
1994 Primary,,Inactive,,223
1992 General Election,,Inactive,,223
1992 Primary Election,,Inactive,,223
1990 General Election,,Inactive,,223
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,7305
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,7305
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,7305
2015 May Election,03/16/2015,Active,Statement of Organization,7305
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,7305
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,7305
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,7305
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,7305
2011 May Election,01/18/2011,Active,Statement of Organization,7305
2010 General Election,,Inactive,User Requested Inactivation,7305
2010 Primary Election,,Inactive,User Requested Inactivation,7305
2008 General Election,,Inactive,User Requested Inactivation,7305
2008 Primary Election,,Inactive,User Requested Inactivation,7305
2007 May Election,02/15/2007,Active,Statement of Organization,7305
2018 Primary Election,11/14/2017,Active,Contribution to Active Candidate or Measure Committee,4213
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,4213
2016 Primary Election,10/09/2015,Active,Contribution to Active Candidate or Measure Committee,4213
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,4213
2014 Primary Election,08/05/2013,Active,Contribution to Active Candidate or Measure Committee,4213
2013 May Election,05/21/2013,Active,Contribution to Active Candidate or Measure Committee,4213
2012 General Election,08/22/2012,Active,Contribution to Active Candidate or Measure Committee,4213
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,4213
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,4213
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,4213
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,4213
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,4213
2007 May Election,04/27/2007,Active,Contribution to Active Candidate or Measure Committee,4213
2006 General Election,,Inactive,,4213
2006 Primary Election,,Inactive,,4213
2004 General Election,,Inactive,,4213
2004 Primary Election,,Inactive,,4213
2002 General Election,,Inactive,,4213
2002 Primary Election,,Inactive,,4213
2018 Primary Election,09/21/2017,Active,Contribution to Active Candidate or Measure Committee,5207
2017 November Election,09/21/2017,Active,Contribution to Active Candidate or Measure Committee,5207
2017 May Election,04/20/2017,Active,Contribution to Active Candidate or Measure Committee,5207
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5207
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5207
2015 May Election,05/15/2015,Active,Contribution to Active Candidate or Measure Committee,5207
2014 General Election,06/05/2014,Active,Contribution to Active Candidate or Measure Committee,5207
2014 Primary Election,11/07/2013,Active,Contribution to Active Candidate or Measure Committee,5207
2013 May Election,05/14/2013,Active,In-Kind or Independent Expenditure,5207
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5207
2012 Primary Election,,Inactive,User Requested Inactivation,5207
2011 May Election,05/12/2011,Active,In-Kind or Independent Expenditure,5207
2010 General Election,08/05/2010,Active,System Generated / Primary or General Election,5207
2010 Primary Election,02/12/2010,Active,System Generated / Primary or General Election,5207
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5207
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5207
2007 November Election,09/18/2007,Active,Statement of Organization,5207
2006 General Election,,Inactive,,5207
2006 Primary Election,,Inactive,,5207
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,3889
2017 November Election,10/30/2017,Active,In-Kind or Independent Expenditure,3889
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,3889
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,3889
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,3889
2014 Primary Election,12/31/2013,Active,Contribution to Active Candidate or Measure Committee,3889
2013 May Election,05/15/2013,Active,In-Kind or Independent Expenditure,3889
2012 General Election,09/09/2012,Active,System Generated / Primary or General Election,3889
2012 Primary Election,10/12/2011,Active,Contribution to Active Candidate or Measure Committee,3889
2012 March Election,01/23/2012,Active,Statement of Organization,3889
2011 May Election,03/13/2011,Active,Statement of Organization,3889
2011 March Election,03/18/2011,Active,Statement of Organization,3889
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,3889
2010 Primary Election,03/01/2010,Active,Contribution to Active Candidate or Measure Committee,3889
2010 Statewide Special Election,12/12/2009,Active,Statement of Organization,3889
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,3889
2008 Primary Election,01/04/2007,Active,Contribution to Active Candidate or Measure Committee,3889
2008 March Election,02/12/2008,Active,Statement of Organization,3889
2007 November Election,08/30/2007,Active,Statement of Organization,3889
2007 May Election,04/20/2007,Active,Statement of Organization,3889
2006 General Election,,Inactive,,3889
2006 Primary Election,,Inactive,,3889
2004 General Election,,Inactive,,3889
2004 Primary Election,,Inactive,,3889
2003 January Special Election,,Inactive,,3889
2002 General Election,,Inactive,,3889
2002 Primary Election,,Inactive,,3889
2000 General Election,,Inactive,,3889
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,4676
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,4676
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,4676
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,4676
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,4676
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,4676
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,4676
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,4676
2010 Primary Election,,Inactive,User Requested Inactivation,4676
2008 General Election,06/26/2008,Active,Statement of Organization,4676
2008 Primary Election,03/06/2008,Active,Statement of Organization,4676
2007 May Election,03/15/2007,Active,Statement of Organization,4676
2006 General Election,,Inactive,,4676
2006 Primary Election,,Inactive,,4676
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,5528
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5528
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5528
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5528
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5528
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5528
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5528
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5528
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5528
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5528
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5528
2007 November Election,08/29/2007,Active,Contribution to Active Candidate or Measure Committee,5528
2006 General Election,,Inactive,,5528
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,350
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,350
2016 Primary Election,09/14/2015,Active,Contribution to Active Candidate or Measure Committee,350
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,350
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,350
2012 General Election,06/08/2012,Active,In-Kind or Independent Expenditure,350
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,350
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,350
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,350
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,350
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,350
2007 November Election,09/21/2007,Active,Statement of Organization,350
2006 General Election,,Inactive,,350
2006 Primary Election,,Inactive,,350
2004 General Election,,Inactive,,350
2004 Primary Election,,Inactive,,350
2002 General Election,,Inactive,,350
2002 Primary Election,,Inactive,,350
2000 General Election,,Inactive,,350
2000 Primary Election,,Inactive,,350
1998 General Election,,Inactive,,350
1998 Biennial Primary Election,,Inactive,,350
1996 General Election,,Inactive,,350
1996 Primary Election,,Inactive,,350
1994 General Election,,Inactive,,350
1994 Primary,,Inactive,,350
1992 General Election,,Inactive,,350
1992 Primary Election,,Inactive,,350
1990 General Election,,Inactive,,350
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,4015
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,4015
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,4015
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,4015
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,4015
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,4015
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,4015
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,4015
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,4015
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,4015
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,4015
2006 General Election,,Inactive,,4015
2006 Primary Election,,Inactive,,4015
2004 General Election,,Inactive,,4015
2004 Primary Election,,Inactive,,4015
2002 General Election,,Inactive,,4015
2002 Primary Election,,Inactive,,4015
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,12510
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,12510
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,12510
2015 May Election,03/06/2015,Active,Statement of Organization,12510
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,12510
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,12510
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,12510
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,12510
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,12510
2010 Primary Election,02/10/2010,Active,System Generated / Primary or General Election,12510
