election,active_date,status,active_reason,committee_id
2000 General Election,,Inactive,,2452
2000 Primary Election,,Inactive,,2452
1999 November Special Election,,Inactive,,2452
1998 General Election,,Inactive,,2452
1998 Biennial Primary Election,,Inactive,,2452
1996 General Election,,Inactive,,2452
1996 Primary Election,,Inactive,,2452
2020 Primary Election,01/30/2018,Active,Contribution to Active Candidate or Measure Committee,3816
2018 Primary Election,08/07/2017,Active,Contribution to Active Candidate or Measure Committee,3816
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,3816
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,3816
2014 General Election,07/30/2014,Active,Contribution to Active Candidate or Measure Committee,3816
2014 Primary Election,01/24/2014,Active,Contribution to Active Candidate or Measure Committee,3816
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,3816
2012 Primary Election,01/06/2012,Active,Contribution to Active Candidate or Measure Committee,3816
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,3816
2010 Primary Election,09/25/2009,Active,Contribution to Active Candidate or Measure Committee,3816
2008 General Election,06/27/2008,Active,Contribution to Active Candidate or Measure Committee,3816
2008 Primary Election,03/07/2008,Active,Contribution to Active Candidate or Measure Committee,3816
2006 General Election,,Inactive,,3816
2006 Primary Election,,Inactive,,3816
2004 General Election,,Inactive,,3816
2004 Primary Election,,Inactive,,3816
2002 General Election,,Inactive,,3816
2002 Primary Election,,Inactive,,3816
2000 General Election,,Inactive,,3816
2000 Primary Election,,Inactive,,3816
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,314
2018 January Special Election,01/09/2018,Active,Statement of Organization,314
2016 General Election,06/14/2016,Active,Contribution to Active Candidate or Measure Committee,314
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,314
2015 May Election,03/03/2015,Active,Contribution to Active Candidate or Measure Committee,314
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,314
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,314
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,314
2012 Primary Election,02/06/2012,Active,System Generated / Primary or General Election,314
2010 General Election,,Inactive,User Requested Inactivation,314
2010 Primary Election,,Inactive,User Requested Inactivation,314
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,314
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,314
2006 General Election,,Inactive,,314
2006 Primary Election,,Inactive,,314
2004 General Election,,Inactive,,314
2004 Primary Election,,Inactive,,314
2002 General Election,,Inactive,,314
2002 Primary Election,,Inactive,,314
2000 General Election,,Inactive,,314
2000 Primary Election,,Inactive,,314
1998 General Election,,Inactive,,314
1998 Biennial Primary Election,,Inactive,,314
1996 General Election,,Inactive,,314
1996 Primary Election,,Inactive,,314
1994 General Election,,Inactive,,314
1994 Primary,,Inactive,,314
1992 General Election,,Inactive,,314
1992 Primary Election,,Inactive,,314
1990 General Election,,Inactive,,314
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,315
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,315
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,315
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,315
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,315
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,315
2012 Primary Election,,Inactive,User Requested Inactivation,315
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,315
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,315
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,315
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,315
2006 General Election,,Inactive,,315
2006 Primary Election,,Inactive,,315
2004 General Election,,Inactive,,315
2004 Primary Election,,Inactive,,315
2002 General Election,,Inactive,,315
2002 Primary Election,,Inactive,,315
2000 General Election,,Inactive,,315
2000 Primary Election,,Inactive,,315
1998 General Election,,Inactive,,315
1998 Biennial Primary Election,,Inactive,,315
1996 General Election,,Inactive,,315
1996 Primary Election,,Inactive,,315
1994 General Election,,Inactive,,315
1994 Primary,,Inactive,,315
1992 General Election,,Inactive,,315
1992 Primary Election,,Inactive,,315
1990 General Election,,Inactive,,315
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,316
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,316
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,316
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,316
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,316
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,316
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,316
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,316
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,316
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,316
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,316
2006 General Election,,Inactive,,316
2006 Primary Election,,Inactive,,316
2004 General Election,,Inactive,,316
2004 Primary Election,,Inactive,,316
2002 General Election,,Inactive,,316
2002 Primary Election,,Inactive,,316
2000 General Election,,Inactive,,316
1998 Biennial Primary Election,,Inactive,,316
1996 General Election,,Inactive,,316
1996 Primary Election,,Inactive,,316
1994 Primary,,Inactive,,316
1992 General Election,,Inactive,,316
1992 Primary Election,,Inactive,,316
1990 General Election,,Inactive,,316
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,317
2018 January Special Election,01/18/2018,Active,Contribution to Active Candidate or Measure Committee,317
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,317
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,317
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,317
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,317
2012 General Election,08/10/2012,Active,Contribution to Active Candidate or Measure Committee,317
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,317
2011 May Election,04/11/2011,Active,In-Kind or Independent Expenditure,317
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,317
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,317
2010 Statewide Special Election,01/12/2010,Active,Statement of Organization,317
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,317
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,317
2006 General Election,,Inactive,,317
2006 Primary Election,,Inactive,,317
2004 General Election,,Inactive,,317
2004 Primary Election,,Inactive,,317
2002 General Election,,Inactive,,317
2002 Primary Election,,Inactive,,317
2000 General Election,,Inactive,,317
2000 Primary Election,,Inactive,,317
1998 General Election,,Inactive,,317
1998 Biennial Primary Election,,Inactive,,317
1996 General Election,,Inactive,,317
1996 Primary Election,,Inactive,,317
1994 General Election,,Inactive,,317
1994 Primary,,Inactive,,317
1992 General Election,,Inactive,,317
1992 Primary Election,,Inactive,,317
1990 General Election,,Inactive,,317
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,8806
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,8806
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,8806
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,8806
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,8806
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,8806
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,8806
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,8806
2010 Primary Election,10/07/2008,Active,Statement of Organization,8806
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,8806
2008 Primary Election,,Inactive,User Requested Inactivation,8806
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,3591
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,3591
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,3591
2014 General Election,05/28/2014,Active,System Generated / Primary or General Election,3591
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,3591
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,3591
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,3591
2010 General Election,05/25/2010,Active,System Generated / Primary or General Election,3591
2010 Primary Election,11/20/2009,Active,In-Kind or Independent Expenditure,3591
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,3591
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,3591
2006 General Election,,Inactive,,3591
2006 Primary Election,,Inactive,,3591
2004 General Election,,Inactive,,3591
2004 Primary Election,,Inactive,,3591
2002 General Election,,Inactive,,3591
2002 Primary Election,,Inactive,,3591
2000 General Election,,Inactive,,3591
2000 Primary Election,,Inactive,,3591
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,318
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,318
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,318
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,318
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,318
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,318
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,318
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,318
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,318
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,318
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,318
2006 General Election,,Inactive,,318
2006 Primary Election,,Inactive,,318
2004 General Election,,Inactive,,318
2004 Primary Election,,Inactive,,318
2002 General Election,,Inactive,,318
2002 Primary Election,,Inactive,,318
2000 General Election,,Inactive,,318
2000 Primary Election,,Inactive,,318
1998 General Election,,Inactive,,318
1998 Biennial Primary Election,,Inactive,,318
1996 General Election,,Inactive,,318
1996 Primary Election,,Inactive,,318
1994 General Election,,Inactive,,318
1994 Primary,,Inactive,,318
1992 General Election,,Inactive,,318
1992 Primary Election,,Inactive,,318
1990 General Election,,Inactive,,318
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,13290
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,13290
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,13290
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,13290
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,13290
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,13290
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,13290
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,13290
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,13290
2008 General Election,08/08/2008,Active,System Generated / Primary or General Election,13290
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,12468
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,12468
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,12468
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,12468
2014 Primary Election,10/02/2013,Active,System Generated / Primary or General Election,12468
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,12468
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,12468
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,12468
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,12468
2008 General Election,,Inactive,User Requested Inactivation,12468
2008 Primary Election,10/08/2007,Active,Statement of Organization,12468
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,13106
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,13106
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,13106
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,13106
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,13106
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,13106
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,13106
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,13106
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,13106
2008 General Election,07/02/2008,Active,Statement of Organization,13106
2008 Primary Election,05/06/2008,Active,Statement of Organization,13106
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,13559
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,13559
2016 Primary Election,08/14/2015,Active,System Generated / Primary or General Election,13559
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,13559
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,13559
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,13559
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,13559
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,13559
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,13559
2008 General Election,10/02/2008,Active,Statement of Organization,13559
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,320
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,320
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,320
2014 General Election,07/01/2014,Active,Contribution to Active Candidate or Measure Committee,320
2014 Primary Election,02/28/2013,Active,System Generated / Primary or General Election,320
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,320
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,320
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,320
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,320
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,320
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,320
2006 General Election,,Inactive,,320
2006 Primary Election,,Inactive,,320
2004 General Election,,Inactive,,320
2004 Primary Election,,Inactive,,320
2004 February Special Election,,Inactive,,320
2002 General Election,,Inactive,,320
2002 Primary Election,,Inactive,,320
2000 General Election,,Inactive,,320
2000 Primary Election,,Inactive,,320
1998 General Election,,Inactive,,320
1998 Biennial Primary Election,,Inactive,,320
1996 General Election,,Inactive,,320
1996 Primary Election,,Inactive,,320
1994 General Election,,Inactive,,320
1994 Primary,,Inactive,,320
1992 General Election,,Inactive,,320
1992 Primary Election,,Inactive,,320
1990 General Election,,Inactive,,320
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,321
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,321
2016 Primary Election,11/17/2014,Active,System Generated / Primary or General Election,321
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,321
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,321
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,321
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,321
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,321
2010 Primary Election,02/18/2010,Active,System Generated / Primary or General Election,321
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,321
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,321
2006 General Election,,Inactive,,321
2006 Primary Election,,Inactive,,321
2004 General Election,,Inactive,,321
2004 Primary Election,,Inactive,,321
2002 General Election,,Inactive,,321
2002 Primary Election,,Inactive,,321
2000 General Election,,Inactive,,321
2000 Primary Election,,Inactive,,321
1998 General Election,,Inactive,,321
1998 Biennial Primary Election,,Inactive,,321
1996 General Election,,Inactive,,321
1996 Primary Election,,Inactive,,321
1994 General Election,,Inactive,,321
1994 Primary,,Inactive,,321
1992 General Election,,Inactive,,321
1992 Primary Election,,Inactive,,321
1990 General Election,,Inactive,,321
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,13037
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,13037
2016 Primary Election,,Inactive,User Requested Inactivation,13037
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,13037
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,13037
2013 March Election,01/14/2013,Active,Statement of Organization,13037
2012 General Election,01/03/2012,Active,Statement of Organization,13037
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,13037
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,13037
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,13037
2008 General Election,04/07/2008,Active,Statement of Organization,13037
2008 Primary Election,04/07/2008,Active,System Generated / Primary or General Election,13037
2018 General Election,03/13/2018,Active,Statement of Organization,13237
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,13237
2016 General Election,07/26/2016,Active,System Generated / Primary or General Election,13237
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,13237
2014 General Election,06/18/2014,Active,System Generated / Primary or General Election,13237
2014 Primary Election,03/03/2014,Active,User Requested Activation,13237
2012 General Election,07/16/2012,Active,System Generated / Primary or General Election,13237
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,13237
2010 General Election,04/26/2010,Active,Statement of Organization,13237
2010 Primary Election,,Inactive,User Requested Inactivation,13237
2008 General Election,07/16/2008,Active,Statement of Organization,13237
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,3477
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,3477
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,3477
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,3477
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,3477
2012 General Election,08/28/2012,Active,Contribution to Active Candidate or Measure Committee,3477
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,3477
2010 General Election,07/14/2010,Active,Contribution to Active Candidate or Measure Committee,3477
2010 Primary Election,11/05/2009,Active,System Generated / Primary or General Election,3477
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,3477
2008 Primary Election,09/27/2007,Active,Statement of Organization,3477
2006 General Election,,Inactive,,3477
2006 Primary Election,,Inactive,,3477
2004 General Election,,Inactive,,3477
2004 Primary Election,,Inactive,,3477
2002 General Election,,Inactive,,3477
2002 Primary Election,,Inactive,,3477
2000 General Election,,Inactive,,3477
2000 Primary Election,,Inactive,,3477
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,11528
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,11528
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,11528
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,11528
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,11528
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,11528
2012 Primary Election,01/13/2010,Active,Statement of Organization,11528
2010 General Election,05/28/2010,Active,Contribution to Active Candidate or Measure Committee,11528
2010 Primary Election,09/11/2009,Active,Contribution to Active Candidate or Measure Committee,11528
2010 Statewide Special Election,01/13/2010,Active,Statement of Organization,11528
2008 General Election,06/25/2008,Active,Statement of Organization,11528
2008 Primary Election,08/21/2007,Active,Statement of Organization,11528
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,325
2016 General Election,08/04/2016,Active,System Generated / Primary or General Election,325
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,325
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,325
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,325
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,325
2012 Primary Election,11/26/2010,Active,System Generated / Primary or General Election,325
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,325
2010 Primary Election,02/19/2010,Active,System Generated / Primary or General Election,325
2010 Statewide Special Election,12/17/2009,Active,Statement of Organization,325
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,325
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,325
2006 General Election,,Inactive,,325
2006 Primary Election,,Inactive,,325
2004 General Election,,Inactive,,325
2004 Primary Election,,Inactive,,325
2002 General Election,,Inactive,,325
2002 Primary Election,,Inactive,,325
2000 General Election,,Inactive,,325
2000 Primary Election,,Inactive,,325
1998 General Election,,Inactive,,325
1998 Biennial Primary Election,,Inactive,,325
1996 General Election,,Inactive,,325
1996 Primary Election,,Inactive,,325
1994 General Election,,Inactive,,325
1994 Primary,,Inactive,,325
1992 General Election,,Inactive,,325
1992 Primary Election,,Inactive,,325
1990 General Election,,Inactive,,325
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,12529
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,12529
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,12529
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,12529
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,12529
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,12529
2012 Primary Election,06/23/2011,Active,System Generated / Primary or General Election,12529
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,12529
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,12529
2008 General Election,06/26/2008,Active,Statement of Organization,12529
2008 Primary Election,11/13/2007,Active,Statement of Organization,12529
2018 Primary Election,03/23/2017,Active,System Generated / Primary or General Election,12786
2017 May Election,03/13/2017,Active,Contribution to Active Candidate or Measure Committee,12786
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,12786
2016 Primary Election,04/26/2015,Active,System Generated / Primary or General Election,12786
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,12786
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,12786
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,12786
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,12786
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,12786
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,12786
2010 March Election,03/08/2010,Active,Statement of Organization,12786
2009 November Election,01/25/2010,Active,Statement of Organization,12786
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,12786
2008 Primary Election,02/21/2008,Active,Statement of Organization,12786
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,622
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,622
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,622
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,622
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,622
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,622
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,622
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,622
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,622
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,622
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,622
2006 General Election,,Inactive,,622
2004 General Election,,Inactive,,622
2004 February Special Election,,Inactive,,622
2003 September Special Election,,Inactive,,622
2002 General Election,,Inactive,,622
2000 General Election,,Inactive,,622
1998 General Election,,Inactive,,622
1998 Biennial Primary Election,,Inactive,,622
1996 General Election,,Inactive,,622
1994 General Election,,Inactive,,622
1994 Primary,,Inactive,,622
1993 November Special Election,,Inactive,,622
1992 General Election,,Inactive,,622
1992 Primary Election,,Inactive,,622
1990 General Election,,Inactive,,622
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,4608
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,4608
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,4608
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,4608
2014 Primary Election,,Inactive,User Requested Inactivation,4608
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,4608
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,4608
2010 General Election,,Inactive,User Requested Inactivation,4608
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,4608
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,4608
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,4608
2006 General Election,,Inactive,,4608
2004 General Election,,Inactive,,4608
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,326
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,326
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,326
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,326
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,326
2012 General Election,06/04/2012,Active,System Generated / Primary or General Election,326
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,326
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,326
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,326
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,326
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,326
2006 General Election,,Inactive,,326
2006 Primary Election,,Inactive,,326
2004 General Election,,Inactive,,326
2004 Primary Election,,Inactive,,326
2002 General Election,,Inactive,,326
2002 Primary Election,,Inactive,,326
2000 General Election,,Inactive,,326
2000 Primary Election,,Inactive,,326
1998 General Election,,Inactive,,326
1998 Biennial Primary Election,,Inactive,,326
1996 General Election,,Inactive,,326
1996 Primary Election,,Inactive,,326
1994 General Election,,Inactive,,326
1994 Primary,,Inactive,,326
1992 General Election,,Inactive,,326
1992 Primary Election,,Inactive,,326
1990 General Election,,Inactive,,326
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,327
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,327
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,327
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,327
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,327
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,327
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,327
2010 General Election,07/06/2010,Active,Contribution to Active Candidate or Measure Committee,327
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,327
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,327
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,327
2006 General Election,,Inactive,,327
2006 Primary Election,,Inactive,,327
2004 General Election,,Inactive,,327
2004 Primary Election,,Inactive,,327
2002 General Election,,Inactive,,327
2002 Primary Election,,Inactive,,327
2000 General Election,,Inactive,,327
2000 Primary Election,,Inactive,,327
1998 General Election,,Inactive,,327
1998 Biennial Primary Election,,Inactive,,327
1996 General Election,,Inactive,,327
1996 Primary Election,,Inactive,,327
1994 General Election,,Inactive,,327
1994 Primary,,Inactive,,327
1992 General Election,,Inactive,,327
1992 Primary Election,,Inactive,,327
1990 General Election,,Inactive,,327
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,6945
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,6945
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,6945
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,6945
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,6945
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,6945
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,6945
2010 General Election,10/05/2010,Active,User Requested Activation,6945
2010 Primary Election,02/26/2010,Active,System Generated / Primary or General Election,6945
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,6945
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,6945
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,4737
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,4737
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,4737
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,4737
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,4737
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,4737
2012 Primary Election,05/10/2011,Active,System Generated / Primary or General Election,4737
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,4737
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,4737
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,4737
