committee_id,total_transactions
15870,7
15934,169
15832,16
16133,47
16282,30
16204,0
16300,0
16295,0
16220,66
16265,260
16423,25
16410,66
16253,107
16187,90
16257,31
16170,204
16478,16
16359,29
16266,1
16341,11
16260,41
16346,0
16328,0
16237,57
16168,79
16176,0
16435,0
16130,60
16285,23
16261,33
16320,0
16273,0
16357,0
16298,0
16219,29
16184,0
16199,556
16185,0
16164,161
16321,614
16200,100
16132,15
16278,0
16192,168
16290,0
16310,0
16156,119
16345,0
16284,3
16304,0
