committee_id,total_transactions
16128,34
16034,121
16096,82
15060,51
15872,570
15293,690
15990,18
15880,223
15496,100
15150,107
16033,0
15334,149
16012,42
15315,221
15705,5
15208,0
15686,32
15477,627
15808,813
15160,253
14872,21
16090,7
15846,109
15394,539
15567,105
15949,0
15616,260
15200,1431
15466,95
15769,26
15604,13
15924,404
15521,39
16108,2
16098,0
15876,38
14969,85
15494,28
15532,54
15444,0
15637,161
15476,39
15158,120
16058,54
15529,204
15452,98
15941,68
15689,35
16094,20
15227,28
