committee_id,total_transactions
16281,12
16277,12
16299,0
16305,30
16318,0
16309,0
16239,13
16454,19
16355,0
16138,707
16208,20
16217,53
16463,0
16361,0
16451,0
16302,0
16203,0
16267,0
16329,0
16292,0
16433,96
16460,56
16262,5
16242,45
16291,134
16336,44
16447,106
16822,0
17106,22
17178,0
16673,81
16672,475
16690,99
17096,45
16977,12
16535,155
16898,0
17068,261
16809,124
16528,389
16557,1107
17072,0
16529,254
16965,80
17209,0
16588,107
17082,159
17016,1
