committee_id,total_transactions
17643,1041
18073,106
18246,3
17771,98
17734,149
18220,91
17700,270
17808,23
17609,83
17805,31
18095,60
17831,0
17739,72
18358,93
18113,0
17836,198
18087,9
17970,31
18085,0
18184,0
17742,42
17762,51
17788,85
17782,74
17679,32
18168,32
17847,1033
17336,197
17530,66
18207,68
17885,42
18143,48
17666,69
17929,2
17777,23
18359,143
17959,0
18202,20
17730,54
18278,0
17659,21
17839,0
18004,0
17599,66
18176,9
17737,88
17789,50
18181,46
18339,13
18279,17
