committee_id,total_transactions
14358,12
14223,877
14072,940
14269,61
13914,3041
14573,162
14523,1103
14285,93
14232,1217
14012,8
14380,95
14743,121
14550,7
14121,74
14037,11
14406,106
14562,111
14706,38
14655,107
14944,303
14984,60
15103,85
15082,4
14973,28
15196,0
15056,9
14961,328
14993,2366
14934,82
14954,112
14940,197
15093,43
14975,37
14892,105
14911,148
14904,213
15327,42
15878,84
15469,751
15507,209
15345,813
16042,33
15297,156
16078,0
15877,26
15023,1980
3524,8
15423,54
