committee_id,total_transactions
15392,26
15690,49
15780,51
15633,155
15997,8
15582,93
15255,1423
15204,0
15867,82
15244,12
15911,10
15861,294
15584,245
15995,149
4610,1328
15626,200
15684,240
15938,49
14604,62
16079,0
15217,60
15609,11
15483,264
15221,41
14943,540
15238,1387
15631,235
15670,77
15209,0
16021,9
15632,50
16020,0
16071,45
15206,0
15650,0
15728,74
5164,0
15152,306
15319,465
15234,0
15426,130
15224,53
15145,3757
15973,41
15982,83
15453,179
15986,12
16061,66
