committee_id,total_transactions
16363,750
16811,119
16918,66
16812,1249
17158,30
17212,7
17126,24
16685,1318
17201,0
16602,60
17055,30
16863,448
16852,34
16767,859
16171,1303
17015,1104
16459,1601
16761,431
17139,0
17220,5
16813,474
16503,28
16883,56
16480,131
17091,758
16546,1812
16205,45
16881,105
16319,44
16409,168
16224,37
17161,3
16849,15
16445,61
16745,17
16744,11
16748,44
16839,46
16598,153
16331,42
16154,1382
16583,1303
17115,0
17184,28
16411,203
16559,319
16749,871
17137,0
