committee_id,total_transactions
16931,0
17202,94
16721,21
16735,8
16147,0
16458,54
16727,6
16680,24
16178,64
16616,883
16969,99
16456,721
17218,0
16453,336
16791,9
16908,88
16780,67
16757,790
16659,63
16362,22
16682,170
16581,10
16585,344
16968,35
16543,373
16465,38
16950,1
16747,76
16807,37
17132,17
16289,278
16372,23
16249,95
16196,252
16764,0
17221,0
16897,0
16471,65
16662,13
16709,742
16654,166
16889,506
17107,50
17119,193
17360,11
17361,7
17342,130
17275,18
17266,45
