committee_id,total_transactions
17558,108
17655,73
17842,179
17650,84
17948,83
18217,0
17924,10
18183,0
17859,47
18069,0
18247,28
17799,32
17619,26
18292,0
18123,20
17870,20
17680,0
18206,0
17711,82
17731,78
17823,437
17502,167
18171,16
17570,0
18098,59
17500,120
17934,0
17670,75
18067,77
18054,0
17253,1
17628,47
18325,173
17581,695
18174,15
17837,46
18096,19
17949,37
17514,6
18349,35
17537,27
18252,18
18348,10
18344,6
18108,33
17881,110
17274,0
17925,2
17997,110
17474,34
