committee_id,total_transactions
4566,907
5192,541
4747,223
12987,255
142,5634
4831,2910
5542,650
3860,328
117,1314
32,199
3100,823
13468,317
3171,1449
123,42
133,1590
125,3645
126,1334
10,2963
3073,665
5410,770
130,1099
1838,8
13508,11
12844,115
4382,0
134,534
13124,20
135,12757
136,51
138,2141
12943,673
145,679
2189,9550
147,1355
4586,555
5115,307
3865,1828
153,357
154,740
414,350
159,468
275,29321
161,3609
4014,453
3077,272
164,816
2894,822
169,1279
2549,3359
3099,615
