committee_id,total_transactions
3791,0
4318,1124
66,1544
12905,0
10467,12
11927,2394
13418,151
69,104
6604,0
1524,11096
10767,211
12511,2244
4680,2116
308,0
309,0
5690,2454
5458,913
12723,420
13185,0
12842,122
9026,37
3362,1023
4573,636
12549,156
13163,815
2196,0
12722,0
12459,72
11487,2269
6485,14
4420,34
13561,40
4788,1570
312,217
313,586
13408,46
12614,674
12545,122
12527,404
4247,3654
1318,345
6724,194
5072,71
7308,279
4107,0
5214,1977
2452,170
3816,1971
314,6630
315,3948
