committee_id,total_transactions
17351,0
17352,33
17553,18
17245,70
17262,4
17591,0
17445,24
17304,137
17523,0
17313,7
17345,54
17242,58
17418,22
17405,0
17328,19
17373,0
17335,8
17294,139
17343,19
17310,85
17326,37
17386,0
17331,34
17349,50
17285,339
17413,0
17511,0
17287,134
17363,32
17020,8
17267,89
17308,23
17337,0
17237,68
17318,23
17461,100
17282,0
17317,0
17298,0
17377,0
17353,40
17330,66
17504,70
