committee_id,total_transactions
17764,43
17462,8
17975,13
18105,0
18251,8
17972,30
17391,17
17441,0
17526,0
18129,73
18285,0
17466,572
18313,49
18177,0
18284,95
18298,7
16394,0
18141,23
18104,0
18324,19
18200,13
17884,120
17761,25
17990,12
17980,67
17675,125
18120,83
18180,0
18185,115
17911,3
17629,382
18738,26
17824,7
18513,37
18544,45
18518,55
18749,36
18619,0
18557,6
18463,27
18818,0
18465,70
18526,12
18483,0
18631,23
18578,77
18629,23
18459,172
18522,240
18575,61
