committee_id,total_transactions
34,438
10607,9
293,4474
295,963
296,0
12594,337
297,112
298,742
5576,336
944,377
13572,72
8686,86
3934,292
300,505
3931,531
5005,97
12688,879
51,1782
5041,0
12758,527
302,1331
303,652
2988,337
5425,216
13130,3119
6324,451
10967,2691
13360,32
299,3054
324,4819
5390,292
304,2760
618,2430
12876,78
10747,332
4090,1225
12977,61
306,1891
12848,789
307,3245
12631,715
12047,1543
13368,57
13526,309
4813,2659
13478,22
59,211
3396,13985
3215,3122
2434,23
