committee_id,total_transactions
18235,27
18058,2448
17614,0
18016,0
18212,0
17395,43
17615,860
17904,0
18354,0
17851,2
17927,0
18072,59
18311,8
17676,158
17533,88
18005,16
17406,0
17723,54
18062,51
17647,204
18204,43
17979,0
18231,0
17485,353
17727,84
17845,610
18035,48
18032,264
17594,65
17460,107
18138,0
17431,701
17969,0
18232,35
17792,15
17812,0
17783,0
18205,0
17598,55
18195,73
17778,27
17995,0
17940,49
17697,262
17901,18
17791,0
17567,13
