committee_id,total_transactions
17097,253
16986,414
17123,13
16501,426
17057,279
16753,169
16368,838
16970,66
16842,37
16765,45
17146,0
16882,812
17092,0
16653,99
16829,0
16696,16
17229,0
17067,28
16743,0
17147,0
16796,42
17116,0
16131,343
16934,57
16175,90
16851,36
17181,53
16751,120
16817,205
16783,188
16847,0
16888,0
16258,192
16427,0
16575,63
17186,0
17077,32
16983,130
16558,75
16532,0
16508,2672
16892,90
16741,44
16903,0
16623,664
17045,229
16684,0
17175,28
16479,33
16545,64
